ccl_name,cpd_name,lpmd,area_under_curve,context
F36P,selumetinib:decitabine (4:1 mol/mol),0.05094759633498464,7.8079,cgi
F36P,decitabine:carboplatin (1:1 mol/mol),0.05094759633498464,11.961,cgi
M07E,azacitidine,0.07347723081623914,14.525,cgi
M07E,decitabine,0.07347723081623914,8.1452,cgi
M07E,RG-108,0.07347723081623914,11.014,cgi
M07E,decitabine:navitoclax (2:1 mol/mol),0.07347723081623914,6.6369,cgi
M07E,selumetinib:decitabine (4:1 mol/mol),0.07347723081623914,8.1573,cgi
M07E,decitabine:carboplatin (1:1 mol/mol),0.07347723081623914,9.5702,cgi
AML193,azacitidine,0.03679833911124309,14.293,cgi
AML193,decitabine,0.03679833911124309,14.021,cgi
AML193,RG-108,0.03679833911124309,15.771,cgi
AML193,decitabine:navitoclax (2:1 mol/mol),0.03679833911124309,9.6624,cgi
AML193,selumetinib:decitabine (4:1 mol/mol),0.03679833911124309,7.9157,cgi
AML193,decitabine:carboplatin (1:1 mol/mol),0.03679833911124309,13.27,cgi
P31FUJ,azacitidine,0.11604480160265895,14.112,cpg_shore
P31FUJ,decitabine,0.11604480160265895,9.3377,cpg_shore
P31FUJ,RG-108,0.11604480160265895,12.322,cpg_shore
P31FUJ,decitabine:navitoclax (2:1 mol/mol),0.11604480160265895,6.9774,cpg_shore
P31FUJ,selumetinib:decitabine (4:1 mol/mol),0.11604480160265895,7.1034,cpg_shore
P31FUJ,decitabine:carboplatin (1:1 mol/mol),0.11604480160265895,10.775,cpg_shore
HEL,azacitidine,0.1046151562069185,14.163,cpg_shore
HEL,decitabine,0.1046151562069185,6.8316,cpg_shore
HEL,RG-108,0.1046151562069185,11.864,cpg_shore
HEL,decitabine:navitoclax (2:1 mol/mol),0.1046151562069185,7.298,cpg_shore
HEL,decitabine:carboplatin (1:1 mol/mol),0.1046151562069185,9.5177,cpg_shore
MONOMAC6,decitabine,0.1114902781932396,13.573,cpg_shore
MONOMAC6,RG-108,0.1114902781932396,14.628,cpg_shore
MONOMAC6,decitabine:navitoclax (2:1 mol/mol),0.1114902781932396,11.339,cpg_shore
MONOMAC6,selumetinib:decitabine (4:1 mol/mol),0.1114902781932396,12.174,cpg_shore
ME1,decitabine,0.09813500286583483,13.539,cpg_shore
ME1,RG-108,0.09813500286583483,14.48,cpg_shore
ME1,decitabine:navitoclax (2:1 mol/mol),0.09813500286583483,7.2203,cpg_shore
ME1,selumetinib:decitabine (4:1 mol/mol),0.09813500286583483,8.6657,cpg_shore
ME1,decitabine:carboplatin (1:1 mol/mol),0.09813500286583483,14.09,cpg_shore
NOMO1,azacitidine,0.11390489980415634,14.069,cpg_shore
NOMO1,decitabine,0.11390489980415634,7.8482,cpg_shore
NOMO1,RG-108,0.11390489980415634,10.741,cpg_shore
NOMO1,decitabine:carboplatin (1:1 mol/mol),0.11390489980415634,9.8516,cpg_shore
OCIAML2,azacitidine,0.0980857642467546,12.84,cpg_shore
OCIAML2,decitabine,0.0980857642467546,6.7101,cpg_shore
OCIAML2,RG-108,0.0980857642467546,16.387,cpg_shore
OCIAML2,decitabine:carboplatin (1:1 mol/mol),0.0980857642467546,8.3467,cpg_shore
THP1,azacitidine,0.09100101724472001,12.917,cpg_shore
THP1,decitabine,0.09100101724472001,13.84,cpg_shore
THP1,RG-108,0.09100101724472001,14.878,cpg_shore
THP1,decitabine:navitoclax (2:1 mol/mol),0.09100101724472001,12.107,cpg_shore
THP1,selumetinib:decitabine (4:1 mol/mol),0.09100101724472001,6.6444,cpg_shore
THP1,decitabine:carboplatin (1:1 mol/mol),0.09100101724472001,13.195,cpg_shore
OCIAML3,azacitidine,0.09398616439948843,14.565,cpg_shore
OCIAML3,decitabine,0.09398616439948843,14.296,cpg_shore
OCIAML3,decitabine:navitoclax (2:1 mol/mol),0.09398616439948843,14.305,cpg_shore
OCIAML3,selumetinib:decitabine (4:1 mol/mol),0.09398616439948843,3.5385,cpg_shore
OCIAML3,decitabine:carboplatin (1:1 mol/mol),0.09398616439948843,14.508,cpg_shore
EOL1,azacitidine,0.10803395908491932,13.326,cpg_shore
EOL1,decitabine,0.10803395908491932,2.9783,cpg_shore
EOL1,RG-108,0.10803395908491932,11.041,cpg_shore
EOL1,decitabine:navitoclax (2:1 mol/mol),0.10803395908491932,2.047,cpg_shore
EOL1,selumetinib:decitabine (4:1 mol/mol),0.10803395908491932,3.0543,cpg_shore
EOL1,decitabine:carboplatin (1:1 mol/mol),0.10803395908491932,4.3402,cpg_shore
CMK,azacitidine,0.08200569645353704,14.352,cpg_shore
CMK,decitabine,0.08200569645353704,8.3546,cpg_shore
CMK,RG-108,0.08200569645353704,14.363,cpg_shore
CMK,decitabine:navitoclax (2:1 mol/mol),0.08200569645353704,8.8831,cpg_shore
CMK,selumetinib:decitabine (4:1 mol/mol),0.08200569645353704,7.5666,cpg_shore
CMK,decitabine:carboplatin (1:1 mol/mol),0.08200569645353704,9.607,cpg_shore
KASUMI1,decitabine,0.07248554136665385,10.129,cpg_shore
KASUMI1,RG-108,0.07248554136665385,15.0,cpg_shore
KASUMI1,decitabine:navitoclax (2:1 mol/mol),0.07248554136665385,7.1835,cpg_shore
KASUMI1,selumetinib:decitabine (4:1 mol/mol),0.07248554136665385,7.8533,cpg_shore
KASUMI1,decitabine:carboplatin (1:1 mol/mol),0.07248554136665385,10.405,cpg_shore
KO52,azacitidine,0.09340277777777778,14.318,cpg_shore
KO52,decitabine,0.09340277777777778,9.9317,cpg_shore
KO52,RG-108,0.09340277777777778,12.63,cpg_shore
KO52,decitabine:navitoclax (2:1 mol/mol),0.09340277777777778,7.447,cpg_shore
KO52,selumetinib:decitabine (4:1 mol/mol),0.09340277777777778,6.4578,cpg_shore
KO52,decitabine:carboplatin (1:1 mol/mol),0.09340277777777778,12.689,cpg_shore
OCIM1,azacitidine,0.11341452172933332,15.357,cpg_shore
OCIM1,decitabine,0.11341452172933332,8.4816,cpg_shore
OCIM1,RG-108,0.11341452172933332,13.326,cpg_shore
OCIM1,decitabine:navitoclax (2:1 mol/mol),0.11341452172933332,6.6512,cpg_shore
OCIM1,selumetinib:decitabine (4:1 mol/mol),0.11341452172933332,8.2996,cpg_shore
OCIM1,decitabine:carboplatin (1:1 mol/mol),0.11341452172933332,8.5318,cpg_shore
SIGM5,azacitidine,0.08399064455954625,14.913,cpg_shore
SIGM5,decitabine,0.08399064455954625,11.247,cpg_shore
SIGM5,RG-108,0.08399064455954625,15.316,cpg_shore
SIGM5,decitabine:navitoclax (2:1 mol/mol),0.08399064455954625,10.855,cpg_shore
SIGM5,selumetinib:decitabine (4:1 mol/mol),0.08399064455954625,3.504,cpg_shore
SIGM5,decitabine:carboplatin (1:1 mol/mol),0.08399064455954625,11.596,cpg_shore
HEL9217,azacitidine,0.11790720554857438,14.551,cpg_shore
HEL9217,decitabine,0.11790720554857438,8.9849,cpg_shore
HEL9217,RG-108,0.11790720554857438,12.214,cpg_shore
HEL9217,decitabine:navitoclax (2:1 mol/mol),0.11790720554857438,8.0628,cpg_shore
HEL9217,selumetinib:decitabine (4:1 mol/mol),0.11790720554857438,9.8485,cpg_shore
HEL9217,decitabine:carboplatin (1:1 mol/mol),0.11790720554857438,9.1101,cpg_shore
BDCM,decitabine:carboplatin (1:1 mol/mol),0.11827798211936531,14.595,cpg_shore
F36P,azacitidine,0.10262401570203519,14.643,cpg_shore
F36P,decitabine,0.10262401570203519,10.333,cpg_shore
F36P,RG-108,0.10262401570203519,13.158,cpg_shore
F36P,decitabine:navitoclax (2:1 mol/mol),0.10262401570203519,8.6734,cpg_shore
F36P,selumetinib:decitabine (4:1 mol/mol),0.10262401570203519,7.8079,cpg_shore
F36P,decitabine:carboplatin (1:1 mol/mol),0.10262401570203519,11.961,cpg_shore
M07E,azacitidine,0.10534761353882897,14.525,cpg_shore
M07E,decitabine,0.10534761353882897,8.1452,cpg_shore
M07E,RG-108,0.10534761353882897,11.014,cpg_shore
M07E,decitabine:navitoclax (2:1 mol/mol),0.10534761353882897,6.6369,cpg_shore
M07E,selumetinib:decitabine (4:1 mol/mol),0.10534761353882897,8.1573,cpg_shore
M07E,decitabine:carboplatin (1:1 mol/mol),0.10534761353882897,9.5702,cpg_shore
AML193,azacitidine,0.07149041434755721,14.293,cpg_shore
AML193,decitabine,0.07149041434755721,14.021,cpg_shore
AML193,RG-108,0.07149041434755721,15.771,cpg_shore
AML193,decitabine:navitoclax (2:1 mol/mol),0.07149041434755721,9.6624,cpg_shore
AML193,selumetinib:decitabine (4:1 mol/mol),0.07149041434755721,7.9157,cpg_shore
AML193,decitabine:carboplatin (1:1 mol/mol),0.07149041434755721,13.27,cpg_shore
P31FUJ,azacitidine,0.1587560860687922,14.112,cpg_shelf
P31FUJ,decitabine,0.1587560860687922,9.3377,cpg_shelf
P31FUJ,RG-108,0.1587560860687922,12.322,cpg_shelf
P31FUJ,decitabine:navitoclax (2:1 mol/mol),0.1587560860687922,6.9774,cpg_shelf
P31FUJ,selumetinib:decitabine (4:1 mol/mol),0.1587560860687922,7.1034,cpg_shelf
P31FUJ,decitabine:carboplatin (1:1 mol/mol),0.1587560860687922,10.775,cpg_shelf
HEL,azacitidine,0.14698361036847613,14.163,cpg_shelf
HEL,decitabine,0.14698361036847613,6.8316,cpg_shelf
HEL,RG-108,0.14698361036847613,11.864,cpg_shelf
HEL,decitabine:navitoclax (2:1 mol/mol),0.14698361036847613,7.298,cpg_shelf
HEL,decitabine:carboplatin (1:1 mol/mol),0.14698361036847613,9.5177,cpg_shelf
MONOMAC6,decitabine,0.18116759225766182,13.573,cpg_shelf
MONOMAC6,RG-108,0.18116759225766182,14.628,cpg_shelf
MONOMAC6,decitabine:navitoclax (2:1 mol/mol),0.18116759225766182,11.339,cpg_shelf
MONOMAC6,selumetinib:decitabine (4:1 mol/mol),0.18116759225766182,12.174,cpg_shelf
ME1,decitabine,0.16013976240391334,13.539,cpg_shelf
ME1,RG-108,0.16013976240391334,14.48,cpg_shelf
ME1,decitabine:navitoclax (2:1 mol/mol),0.16013976240391334,7.2203,cpg_shelf
ME1,selumetinib:decitabine (4:1 mol/mol),0.16013976240391334,8.6657,cpg_shelf
ME1,decitabine:carboplatin (1:1 mol/mol),0.16013976240391334,14.09,cpg_shelf
NOMO1,azacitidine,0.16364285126121922,14.069,cpg_shelf
NOMO1,decitabine,0.16364285126121922,7.8482,cpg_shelf
NOMO1,RG-108,0.16364285126121922,10.741,cpg_shelf
NOMO1,decitabine:carboplatin (1:1 mol/mol),0.16364285126121922,9.8516,cpg_shelf
OCIAML2,azacitidine,0.17392580633324772,12.84,cpg_shelf
OCIAML2,decitabine,0.17392580633324772,6.7101,cpg_shelf
OCIAML2,RG-108,0.17392580633324772,16.387,cpg_shelf
OCIAML2,decitabine:carboplatin (1:1 mol/mol),0.17392580633324772,8.3467,cpg_shelf
THP1,azacitidine,0.13398538769738394,12.917,cpg_shelf
THP1,decitabine,0.13398538769738394,13.84,cpg_shelf
THP1,RG-108,0.13398538769738394,14.878,cpg_shelf
THP1,decitabine:navitoclax (2:1 mol/mol),0.13398538769738394,12.107,cpg_shelf
THP1,selumetinib:decitabine (4:1 mol/mol),0.13398538769738394,6.6444,cpg_shelf
THP1,decitabine:carboplatin (1:1 mol/mol),0.13398538769738394,13.195,cpg_shelf
OCIAML3,azacitidine,0.1638099644577173,14.565,cpg_shelf
OCIAML3,decitabine,0.1638099644577173,14.296,cpg_shelf
OCIAML3,decitabine:navitoclax (2:1 mol/mol),0.1638099644577173,14.305,cpg_shelf
OCIAML3,selumetinib:decitabine (4:1 mol/mol),0.1638099644577173,3.5385,cpg_shelf
OCIAML3,decitabine:carboplatin (1:1 mol/mol),0.1638099644577173,14.508,cpg_shelf
EOL1,azacitidine,0.14016568679850347,13.326,cpg_shelf
EOL1,decitabine,0.14016568679850347,2.9783,cpg_shelf
EOL1,RG-108,0.14016568679850347,11.041,cpg_shelf
EOL1,decitabine:navitoclax (2:1 mol/mol),0.14016568679850347,2.047,cpg_shelf
EOL1,selumetinib:decitabine (4:1 mol/mol),0.14016568679850347,3.0543,cpg_shelf
EOL1,decitabine:carboplatin (1:1 mol/mol),0.14016568679850347,4.3402,cpg_shelf
CMK,azacitidine,0.1304211895352909,14.352,cpg_shelf
CMK,decitabine,0.1304211895352909,8.3546,cpg_shelf
CMK,RG-108,0.1304211895352909,14.363,cpg_shelf
CMK,decitabine:navitoclax (2:1 mol/mol),0.1304211895352909,8.8831,cpg_shelf
CMK,selumetinib:decitabine (4:1 mol/mol),0.1304211895352909,7.5666,cpg_shelf
CMK,decitabine:carboplatin (1:1 mol/mol),0.1304211895352909,9.607,cpg_shelf
KASUMI1,decitabine,0.12194656606003164,10.129,cpg_shelf
KASUMI1,RG-108,0.12194656606003164,15.0,cpg_shelf
KASUMI1,decitabine:navitoclax (2:1 mol/mol),0.12194656606003164,7.1835,cpg_shelf
KASUMI1,selumetinib:decitabine (4:1 mol/mol),0.12194656606003164,7.8533,cpg_shelf
KASUMI1,decitabine:carboplatin (1:1 mol/mol),0.12194656606003164,10.405,cpg_shelf
KO52,azacitidine,0.11665141811527904,14.318,cpg_shelf
KO52,decitabine,0.11665141811527904,9.9317,cpg_shelf
KO52,RG-108,0.11665141811527904,12.63,cpg_shelf
KO52,decitabine:navitoclax (2:1 mol/mol),0.11665141811527904,7.447,cpg_shelf
KO52,selumetinib:decitabine (4:1 mol/mol),0.11665141811527904,6.4578,cpg_shelf
KO52,decitabine:carboplatin (1:1 mol/mol),0.11665141811527904,12.689,cpg_shelf
OCIM1,azacitidine,0.17879459786333401,15.357,cpg_shelf
OCIM1,decitabine,0.17879459786333401,8.4816,cpg_shelf
OCIM1,RG-108,0.17879459786333401,13.326,cpg_shelf
OCIM1,decitabine:navitoclax (2:1 mol/mol),0.17879459786333401,6.6512,cpg_shelf
OCIM1,selumetinib:decitabine (4:1 mol/mol),0.17879459786333401,8.2996,cpg_shelf
OCIM1,decitabine:carboplatin (1:1 mol/mol),0.17879459786333401,8.5318,cpg_shelf
SIGM5,azacitidine,0.15544355537081297,14.913,cpg_shelf
SIGM5,decitabine,0.15544355537081297,11.247,cpg_shelf
SIGM5,RG-108,0.15544355537081297,15.316,cpg_shelf
SIGM5,decitabine:navitoclax (2:1 mol/mol),0.15544355537081297,10.855,cpg_shelf
SIGM5,selumetinib:decitabine (4:1 mol/mol),0.15544355537081297,3.504,cpg_shelf
SIGM5,decitabine:carboplatin (1:1 mol/mol),0.15544355537081297,11.596,cpg_shelf
HEL9217,azacitidine,0.16631370499738718,14.551,cpg_shelf
HEL9217,decitabine,0.16631370499738718,8.9849,cpg_shelf
HEL9217,RG-108,0.16631370499738718,12.214,cpg_shelf
HEL9217,decitabine:navitoclax (2:1 mol/mol),0.16631370499738718,8.0628,cpg_shelf
HEL9217,selumetinib:decitabine (4:1 mol/mol),0.16631370499738718,9.8485,cpg_shelf
HEL9217,decitabine:carboplatin (1:1 mol/mol),0.16631370499738718,9.1101,cpg_shelf
BDCM,decitabine:carboplatin (1:1 mol/mol),0.20391161185385012,14.595,cpg_shelf
F36P,azacitidine,0.18498842119602235,14.643,cpg_shelf
F36P,decitabine,0.18498842119602235,10.333,cpg_shelf
F36P,RG-108,0.18498842119602235,13.158,cpg_shelf
F36P,decitabine:navitoclax (2:1 mol/mol),0.18498842119602235,8.6734,cpg_shelf
F36P,selumetinib:decitabine (4:1 mol/mol),0.18498842119602235,7.8079,cpg_shelf
F36P,decitabine:carboplatin (1:1 mol/mol),0.18498842119602235,11.961,cpg_shelf
M07E,azacitidine,0.13704229349985808,14.525,cpg_shelf
M07E,decitabine,0.13704229349985808,8.1452,cpg_shelf
M07E,RG-108,0.13704229349985808,11.014,cpg_shelf
M07E,decitabine:navitoclax (2:1 mol/mol),0.13704229349985808,6.6369,cpg_shelf
M07E,selumetinib:decitabine (4:1 mol/mol),0.13704229349985808,8.1573,cpg_shelf
M07E,decitabine:carboplatin (1:1 mol/mol),0.13704229349985808,9.5702,cpg_shelf
AML193,azacitidine,0.09685742506400048,14.293,cpg_shelf
AML193,decitabine,0.09685742506400048,14.021,cpg_shelf
AML193,RG-108,0.09685742506400048,15.771,cpg_shelf
AML193,decitabine:navitoclax (2:1 mol/mol),0.09685742506400048,9.6624,cpg_shelf
AML193,selumetinib:decitabine (4:1 mol/mol),0.09685742506400048,7.9157,cpg_shelf
AML193,decitabine:carboplatin (1:1 mol/mol),0.09685742506400048,13.27,cpg_shelf
P31FUJ,azacitidine,0.04944909111944412,14.112,promoter
P31FUJ,decitabine,0.04944909111944412,9.3377,promoter
P31FUJ,RG-108,0.04944909111944412,12.322,promoter
P31FUJ,decitabine:navitoclax (2:1 mol/mol),0.04944909111944412,6.9774,promoter
P31FUJ,selumetinib:decitabine (4:1 mol/mol),0.04944909111944412,7.1034,promoter
P31FUJ,decitabine:carboplatin (1:1 mol/mol),0.04944909111944412,10.775,promoter
HEL,azacitidine,0.05405339779631568,14.163,promoter
HEL,decitabine,0.05405339779631568,6.8316,promoter
HEL,RG-108,0.05405339779631568,11.864,promoter
HEL,decitabine:navitoclax (2:1 mol/mol),0.05405339779631568,7.298,promoter
HEL,decitabine:carboplatin (1:1 mol/mol),0.05405339779631568,9.5177,promoter
MONOMAC6,decitabine,0.04082821674741984,13.573,promoter
MONOMAC6,RG-108,0.04082821674741984,14.628,promoter
MONOMAC6,decitabine:navitoclax (2:1 mol/mol),0.04082821674741984,11.339,promoter
MONOMAC6,selumetinib:decitabine (4:1 mol/mol),0.04082821674741984,12.174,promoter
ME1,decitabine,0.043447057297190436,13.539,promoter
ME1,RG-108,0.043447057297190436,14.48,promoter
ME1,decitabine:navitoclax (2:1 mol/mol),0.043447057297190436,7.2203,promoter
ME1,selumetinib:decitabine (4:1 mol/mol),0.043447057297190436,8.6657,promoter
ME1,decitabine:carboplatin (1:1 mol/mol),0.043447057297190436,14.09,promoter
NOMO1,azacitidine,0.049739833026811356,14.069,promoter
NOMO1,decitabine,0.049739833026811356,7.8482,promoter
NOMO1,RG-108,0.049739833026811356,10.741,promoter
NOMO1,decitabine:carboplatin (1:1 mol/mol),0.049739833026811356,9.8516,promoter
OCIAML2,azacitidine,0.0505144933301509,12.84,promoter
OCIAML2,decitabine,0.0505144933301509,6.7101,promoter
OCIAML2,RG-108,0.0505144933301509,16.387,promoter
OCIAML2,decitabine:carboplatin (1:1 mol/mol),0.0505144933301509,8.3467,promoter
THP1,azacitidine,0.03517760007876285,12.917,promoter
THP1,decitabine,0.03517760007876285,13.84,promoter
THP1,RG-108,0.03517760007876285,14.878,promoter
THP1,decitabine:navitoclax (2:1 mol/mol),0.03517760007876285,12.107,promoter
THP1,selumetinib:decitabine (4:1 mol/mol),0.03517760007876285,6.6444,promoter
THP1,decitabine:carboplatin (1:1 mol/mol),0.03517760007876285,13.195,promoter
OCIAML3,azacitidine,0.03780361273310944,14.565,promoter
OCIAML3,decitabine,0.03780361273310944,14.296,promoter
OCIAML3,decitabine:navitoclax (2:1 mol/mol),0.03780361273310944,14.305,promoter
OCIAML3,selumetinib:decitabine (4:1 mol/mol),0.03780361273310944,3.5385,promoter
OCIAML3,decitabine:carboplatin (1:1 mol/mol),0.03780361273310944,14.508,promoter
EOL1,azacitidine,0.051705110563102036,13.326,promoter
EOL1,decitabine,0.051705110563102036,2.9783,promoter
EOL1,RG-108,0.051705110563102036,11.041,promoter
EOL1,decitabine:navitoclax (2:1 mol/mol),0.051705110563102036,2.047,promoter
EOL1,selumetinib:decitabine (4:1 mol/mol),0.051705110563102036,3.0543,promoter
EOL1,decitabine:carboplatin (1:1 mol/mol),0.051705110563102036,4.3402,promoter
CMK,azacitidine,0.02852953305631385,14.352,promoter
CMK,decitabine,0.02852953305631385,8.3546,promoter
CMK,RG-108,0.02852953305631385,14.363,promoter
CMK,decitabine:navitoclax (2:1 mol/mol),0.02852953305631385,8.8831,promoter
CMK,selumetinib:decitabine (4:1 mol/mol),0.02852953305631385,7.5666,promoter
CMK,decitabine:carboplatin (1:1 mol/mol),0.02852953305631385,9.607,promoter
KASUMI1,decitabine,0.03834923324376546,10.129,promoter
KASUMI1,RG-108,0.03834923324376546,15.0,promoter
KASUMI1,decitabine:navitoclax (2:1 mol/mol),0.03834923324376546,7.1835,promoter
KASUMI1,selumetinib:decitabine (4:1 mol/mol),0.03834923324376546,7.8533,promoter
KASUMI1,decitabine:carboplatin (1:1 mol/mol),0.03834923324376546,10.405,promoter
KO52,azacitidine,0.03383144999471961,14.318,promoter
KO52,decitabine,0.03383144999471961,9.9317,promoter
KO52,RG-108,0.03383144999471961,12.63,promoter
KO52,decitabine:navitoclax (2:1 mol/mol),0.03383144999471961,7.447,promoter
KO52,selumetinib:decitabine (4:1 mol/mol),0.03383144999471961,6.4578,promoter
KO52,decitabine:carboplatin (1:1 mol/mol),0.03383144999471961,12.689,promoter
OCIM1,azacitidine,0.05396344458931592,15.357,promoter
OCIM1,decitabine,0.05396344458931592,8.4816,promoter
OCIM1,RG-108,0.05396344458931592,13.326,promoter
OCIM1,decitabine:navitoclax (2:1 mol/mol),0.05396344458931592,6.6512,promoter
OCIM1,selumetinib:decitabine (4:1 mol/mol),0.05396344458931592,8.2996,promoter
OCIM1,decitabine:carboplatin (1:1 mol/mol),0.05396344458931592,8.5318,promoter
SIGM5,azacitidine,0.03949646542492455,14.913,promoter
SIGM5,decitabine,0.03949646542492455,11.247,promoter
SIGM5,RG-108,0.03949646542492455,15.316,promoter
SIGM5,decitabine:navitoclax (2:1 mol/mol),0.03949646542492455,10.855,promoter
SIGM5,selumetinib:decitabine (4:1 mol/mol),0.03949646542492455,3.504,promoter
