chrom,start,end,q_value,mean_difference,num_CpGs,p_mwu,p_2d_ks,mean_g1,mean_g2,log_q_value
chr1,2790034,2790085,1.8375e-09,0.258313,9,4.6074e-14,1.453e-11,0.40563,0.14731,8.735772652243767
chr1,2834972,2835004,0.00047093,-0.281235,4,2.5345e-07,1.1011e-05,0.38055,0.66178,3.327043642495363
chr1,2868415,2868668,2.7221e-06,-0.323403,7,2.718e-08,3.8002e-08,0.51516,0.83857,5.565095924448459
chr1,2869178,2869702,0.0037378,-0.225793,5,0.00012561,0.00011263,0.43883,0.66463,2.427383940308748
chr1,2888119,2888444,0.00017924,0.256646,6,4.1782e-05,3.7564e-06,0.40271,0.14606,3.7465650647589945
chr1,3014918,3015053,0.048998,-0.201545,5,0.0026787,0.0021475,0.61863,0.82018,1.3098216466386414
chr1,3067116,3067528,2.201e-15,-0.293818,17,4.5075e-14,7.9314e-18,0.31099,0.60481,14.657379957446652
chr1,3076456,3076726,8.0021e-05,-0.248206,7,5.3357e-05,1.5465e-06,0.46671,0.71492,4.096796025666741
chr1,3087177,3087417,0.00056793,-0.263935,6,2.2041e-07,1.3561e-05,0.51433,0.77826,3.245705189794552
chr1,3215795,3215855,6.9294e-05,0.245372,6,9.0821e-05,1.3203e-06,0.45398,0.2086,4.159304368269892
chr1,3217854,3218262,0.01049,0.223299,5,3.4157e-05,0.00036389,0.47734,0.25404,1.9792245118064422
chr1,3243088,3243142,0.010437,-0.222769,4,0.00039981,0.00036177,0.6947,0.91747,1.9814243165327485
chr1,3247844,3248223,1.3944e-20,0.586348,6,4.5186e-14,2.9186e-23,0.68126,0.094915,19.855612625898065
chr1,3323222,3323574,2.0455e-22,0.58402,6,4.5963e-14,3.6192000000000004e-25,0.76726,0.18324,21.689200516165606
chr1,3352965,3353251,5.3928e-06,-0.315279,6,3.2874e-13,7.9689e-08,0.16992,0.4852,5.268185685869265
chr1,3357634,3357697,0.00029486,0.211502,5,4.8696e-10,6.5359e-06,0.81898,0.60748,3.5303841387996084
chr1,3393298,3394248,0.0,0.319959,34,4.9072e-14,5.4062e-61,0.34654,0.026577,inf
chr1,3423400,3423616,2.0222e-20,0.447886,9,4.2188e-14,4.3028999999999997e-23,0.62064,0.17275,19.694175893947307
chr1,3473444,3473654,0.0021099,-0.229629,7,2.0919e-08,5.912e-05,0.64117,0.8708,2.675738127866931
chr1,3480152,3480284,0.00060141,-0.210929,5,1.3436e-06,1.4461e-05,0.53314,0.74407,3.220829354904087
chr1,3495936,3496022,0.0198,-0.238094,6,3.2888e-08,0.00075372,0.47613,0.71422,1.7033348097384688
chr1,3540188,3540448,8.49e-06,0.203025,9,1.509e-06,1.3117e-07,0.45491,0.25188,5.071092309756048
chr1,3669184,3669561,0.0022057,-0.208908,6,1.3279e-05,6.2187e-05,0.37293,0.58184,2.6564535568117433
chr1,3706753,3706861,7.0122e-06,-0.276699,6,7.0326e-07,1.0639e-07,0.49796,0.77466,5.1541457055762905
chr1,3722166,3722233,5.0543e-05,-0.257428,4,7.613e-08,9.31e-07,0.54043,0.79785,4.296338983928206
chr1,3773200,3773427,1.4049e-09,0.416382,4,4.3632e-14,1.0895e-11,0.74089,0.32451,8.852354587498258
chr1,3904583,3904757,0.007201,-0.236581,4,5.9789e-05,0.00023702,0.67082,0.9074,2.1426071890790985
chr1,5275347,5275644,0.0080463,-0.222074,4,2.6338e-06,0.00026925,0.61629,0.83837,2.094403779132929
chr1,5717351,5717489,0.0035331,0.243687,4,0.00030168,0.00010585,0.58675,0.34306,2.4518440702261857
chr1,5814202,5814236,3.7051e-07,-0.337866,4,1.3378e-08,4.3892e-09,0.3707,0.70856,6.431200065994475
chr1,5994734,5994888,1.8656e-06,0.369846,4,1.7677e-09,2.5173e-08,0.55381,0.18397,5.72918146692108
chr1,6127682,6128173,1.9179e-14,0.278858,20,4.5963e-14,7.7006e-17,0.62611,0.34725,13.717174040846473
chr1,6427478,6427630,0.0003421,-0.217471,4,5.4952e-06,7.7129e-06,0.47458,0.69205,3.4658469258149376
chr1,6460767,6460799,1.6598e-05,0.212642,4,3.6381e-08,2.7329e-07,0.69105,0.47841,4.779944239748659
chr1,6509689,6510268,3.1349e-15,-0.504219,7,4.0634e-14,1.1463e-17,0.24481,0.74903,14.503776308147733
chr1,6512444,6512815,7.2179000000000005e-19,-0.590864,7,4.5297e-14,1.7762e-21,0.31991,0.91077,18.14158913914393
chr1,6587364,6587863,1.5627e-09,0.333798,5,4.3521e-14,1.2216e-11,0.80987,0.47607,8.80612438784764
chr1,7634051,7634156,1.1993e-05,-0.283266,5,1.6281e-09,1.9148e-07,0.56844,0.85171,4.921072166319281
chr1,7783372,7783425,1.4325e-07,0.275193,4,8.3494e-12,1.5708e-09,0.34892,0.073725,6.843905369360573
chr1,7784562,7784603,1.013e-09,0.296924,9,4.1522e-14,7.6992e-12,0.59034,0.29342,8.99439055463972
chr1,7827137,7827372,1.0618e-13,-0.200618,14,8.662e-12,4.6782e-16,0.58993,0.79055,12.973957278994861
chr1,8026621,8026662,1.8116e-07,0.267613,7,2.2093e-13,2.0259e-09,0.40487,0.13726,6.74193768798908
chr1,8945658,8945720,2.541e-06,-0.205778,4,8.5939e-10,3.5224e-08,0.73732,0.9431,5.594995334949631
chr1,9209230,9209336,0.0024837,-0.235672,6,1.1475e-07,7.1019e-05,0.66766,0.90333,2.6049008626874293
chr1,9593820,9593969,0.01365,0.211255,6,8.7637e-05,0.00049148,0.47524,0.26399,1.8648673486232252
chr1,9689764,9689976,1.7256e-13,0.387043,12,4.2077e-14,7.7911e-16,0.51909,0.13204,12.763059867905511
chr1,9730721,9730808,1.1583e-05,-0.289141,4,2.198e-06,1.8427e-07,0.28587,0.57501,4.936178943656288
chr1,10630294,10630935,3.8371e-16,-0.368434,19,4.019e-14,1.2673e-18,0.51055,0.87898,15.415996882354388
chr1,10638395,10639249,1.6338e-102,0.308371,52,3.9857e-14,2.4110999999999997e-52,0.45886,0.15049,101.78680110827639
chr1,10804542,10804637,8.8113e-06,-0.256939,4,2.4643e-07,1.3656e-07,0.28281,0.53975,5.054960011999329
chr1,10813904,10814023,0.0019489,-0.219654,8,9.2465e-07,5.4055e-05,0.48121,0.70086,2.7102104443930894
chr1,10823256,10823297,5.2552e-07,-0.321991,4,2.6054e-09,6.4018e-09,0.36359,0.68558,6.279410751140298
chr1,10901156,10901588,1.0562e-06,-0.270493,11,4.6185e-14,1.3566e-08,0.6236,0.89409,5.976253836847524
chr1,11501399,11501550,4.9841999999999995e-21,0.327207,15,4.7407e-14,9.9716e-24,0.71787,0.39066,20.30240453915112
chr1,11648793,11648809,0.0048542,0.226159,4,1.8804e-06,0.00015142,0.64686,0.4207,2.3138823340801036
chr1,11802912,11803371,2.2208e-14,0.46006,10,4.3854e-14,8.9682e-17,0.62697,0.16691,13.65349055122524
chr1,11805232,11805361,0.0038726,0.247966,4,1.409e-06,0.0001171,0.32701,0.079048,2.4119973588786445
chr1,11898181,11898326,2.1859e-09,0.226222,10,1.5331e-11,1.7447e-11,0.50451,0.27829,8.66036970992592
chr1,11898837,11898895,3.5721e-05,0.24974,7,1.3465e-09,6.379e-07,0.5771,0.32736,4.447076391653511
chr1,12185190,12185557,0.035785,-0.212464,4,0.0015417,0.0014922,0.52898,0.74144,1.4462989784500389
chr1,12478885,12479060,1.1959e-06,0.355514,4,1.4073e-09,1.554e-08,0.68368,0.32817,5.922305134113414
chr1,13583155,13583180,4.2396e-05,0.304393,4,1.5126e-08,7.6857e-07,0.51044,0.20604,4.37267511651753
chr1,14598626,14598638,0.0070897,0.206642,4,6.5766e-08,0.00023276,0.28147,0.074823,2.149372141558979
chr1,14615695,14615758,0.0061616,-0.281638,4,0.00021283,0.00019835,0.50367,0.78531,2.2103064987213443
chr1,14745749,14745942,0.0076221,-0.20434,6,1.455e-05,0.00025313,0.66581,0.87015,2.1179253576940935
chr1,15154605,15155044,3.2258e-05,0.217297,10,2.5318e-11,5.7009e-07,0.32636,0.10906,4.491362562424105
chr1,15346243,15346458,0.0091496,-0.215945,6,5.0265e-05,0.00031144,0.62653,0.84248,2.03859789189967
chr1,15765102,15765424,0.13899,-0.231874,4,0.0014338,0.0074822,0.50161,0.73348,0.8570164450771823
chr1,16124021,16124084,5.6084e-14,-0.615451,5,4.1189e-14,2.3854e-16,0.23728,0.85273,13.251161019364204
chr1,16133407,16133967,0.00046056,-0.331969,5,5.2128e-05,1.0736e-05,0.51592,0.84789,3.3367137835529226
chr1,16226914,16227152,3.7448e-23,0.326536,23,4.2744e-14,6.2014e-26,0.51094,0.18441,22.426571371880613
chr1,16227154,16227964,1.0557999999999999e-23,0.219218,24,3.6859e-14,1.6606e-26,0.33328,0.11406,22.97641834233506
chr1,16520784,16520798,0.0020722,0.230352,4,1.8581e-07,5.794e-05,0.59697,0.36661,2.6835683306330695
chr1,16535605,16535706,8.4899e-09,0.307594,7,4.4742e-14,7.4657e-11,0.59529,0.2877,8.071097425151097
chr1,17118832,17118855,3.2246e-06,0.232232,4,5.2522e-09,4.5792e-08,0.27293,0.040702,5.4915241503517676
chr1,17149182,17149419,4.6917e-26,0.334362,17,3.9635e-14,6.1527e-29,0.6949,0.36054,25.328669765633656
chr1,18108001,18108033,6.9787e-06,0.2472,5,4.2818e-09,1.0582e-07,0.32203,0.07483,5.1562254707018775
chr1,18108135,18108207,5.6037e-10,0.210292,12,4.3743e-14,4.093e-12,0.29327,0.08298,9.251525123177853
chr1,18109071,18109185,2.4174e-08,0.264356,8,1.3729e-12,2.2896e-10,0.36112,0.096764,7.6166514822279785
chr1,18632895,18632932,1.0773e-05,0.238535,6,2.4266e-11,1.7021e-07,0.32552,0.086982,4.967663340154265
chr1,18949357,18949741,2.1238e-09,0.303287,8,3.4257e-11,1.6917e-11,0.58019,0.27691,8.672886383535031
chr1,19288530,19288574,0.00060234,0.29803,4,1.3795e-08,1.449e-05,0.55615,0.25812,3.2201582953842034
chr1,19406304,19406478,0.00010052,0.227335,4,5.3522e-08,1.9836e-06,0.71043,0.4831,3.9977475200794617
chr1,20186128,20186168,6.4194e-13,0.246082,6,4.6629e-14,3.115e-15,0.28624,0.040158,12.19250556209725
chr1,20343185,20343481,3.1179e-32,0.27229,28,4.9183e-14,2.5168e-35,0.36188,0.08959,31.506137817994077
chr1,21325916,21325998,0.0031548,-0.235667,4,0.0022412,9.315e-05,0.46475,0.70042,2.5010281678460125
chr1,21344979,21345014,4.636e-08,0.28536,7,2.4858e-13,4.6182e-10,0.51153,0.22617,7.3338565727084415
chr1,21345174,21345186,0.00030895,0.228324,4,2.1417e-06,6.8898e-06,0.42173,0.1934,3.510111800449403
chr1,21857321,21857414,0.00056571,-0.290184,6,1.911e-06,1.3499e-05,0.53696,0.82714,3.2474061442109186
chr1,21904634,21904797,0.00018515,0.228813,8,5.1395e-09,3.8999e-06,0.56545,0.33664,3.7324762836145386
chr1,22563900,22563935,0.00026464,0.214341,4,4.4198e-07,5.7951e-06,0.27222,0.057884,3.577344512127547
chr1,22876645,22877109,0.00035915,-0.273271,4,0.00051693,8.1415e-06,0.44917,0.72244,3.444724129230682
chr1,22953179,22953497,7.3422e-15,0.259123,15,4.0745e-14,2.8257e-17,0.40243,0.14331,14.134173789579599
chr1,23423829,23424114,2.2625e-14,0.240203,16,4.3854e-14,9.1417e-17,0.32576,0.085558,13.645411412122758
chr1,23799769,23799889,4.6078e-06,0.206679,6,8.0422e-12,6.7322e-08,0.2502,0.043518,5.336506379580807
chr1,24720151,24720387,0.00072772,0.230842,4,3.8618e-08,1.7885e-05,0.75001,0.51917,3.138035689156768
chr1,24914384,24914453,3.6512e-10,-0.318313,8,1.674e-10,2.5833e-12,0.37655,0.69487,9.437564377261879
chr1,25001333,25001477,0.00074957,-0.268574,4,0.0024036,1.8489e-05,0.40412,0.67269,3.125187803517263
chr1,25056772,25056946,3.2227e-06,-0.446973,4,1.8261e-09,4.5744e-08,0.46147,0.90844,5.491780120925342
chr1,25146634,25146712,1.2312e-05,-0.330347,6,5.474e-11,1.9703e-07,0.45306,0.78341,4.909671393176578
chr1,25755058,25755175,0.00014157,0.296861,4,4.3645e-05,2.8993e-06,0.54404,0.24718,3.8490287679373885
chr1,25809258,25809751,6.5772e-05,-0.240747,7,1.4545e-07,1.246e-06,0.35988,0.60063,4.1819589518801745
chr1,26177373,26177499,6.7045e-11,0.347907,4,5.1514e-14,4.2689e-13,0.83784,0.48994,10.173633604887375
chr1,26285228,26285311,0.00087461,0.259947,5,3.7278e-06,2.1991e-05,0.6631,0.40315,3.0581855613840374
chr1,26555474,26555658,6.8677e-27,-0.609685,8,4.4187e-14,8.5615e-30,0.18396,0.79365,26.163188684272654
chr1,26960514,26960572,1.0819e-12,0.206938,8,4.0634e-14,5.3998e-15,0.24112,0.034184,11.965812879206547
chr1,27349292,27350081,0.0,0.406597,49,5.7065e-14,3.6206e-116,0.834,0.42741,inf
chr1,27383040,27383354,4.2646e-08,0.261315,9,1.561e-09,4.2157e-10,0.45127,0.18996,7.370121697424823
chr1,27575383,27576227,4.8436e-17,0.230052,37,1.4344e-11,1.4373000000000002e-19,0.2625,0.032448,16.3148317294773
chr1,27623790,27623883,0.13116,-0.204846,4,0.0014601,0.0069683,0.61085,0.8157,0.8821985920026724
chr1,28749290,28749339,3.6144e-08,-0.415052,5,2.1023e-09,3.5236e-10,0.43416,0.84921,7.441963786423712
chr1,28887974,28888552,0.003388,0.260576,4,0.00011534,0.00010099,0.55676,0.29618,2.4700565983413307
chr1,29182644,29182699,0.0010448,-0.272859,4,9.6914e-06,2.6813e-05,0.39525,0.66811,2.980966836069001
chr1,30807273,30807295,9.8953e-07,0.241186,4,2.2396e-10,1.2638e-08,0.81125,0.57007,6.0045710345682926
chr1,30918423,30918482,4.0778e-05,-0.386528,4,1.1762e-07,7.3621e-07,0.47851,0.86503,4.3895740784662625
chr1,31588805,31588920,1.1981e-06,0.317952,4,4.2227e-08,1.5575e-08,0.45816,0.1402,5.921506931833427
chr1,31742928,31743021,1.6602e-05,-0.202539,9,4.2381e-11,2.7339e-07,0.67602,0.87856,4.7798395904754045
chr1,32251257,32251287,0.027824,0.231376,4,0.0005069,0.0011128,0.35657,0.1252,1.5555804353413627
chr1,32361630,32361950,5.0257e-15,0.208808,25,4.0634e-14,1.8935e-17,0.25737,0.048566,14.298803439387127
chr1,32464323,32464444,0.0024503,0.232417,4,2.6339e-05,6.9985e-05,0.33484,0.10242,2.6107807399749023
chr1,33180663,33180745,0.075466,0.217714,4,0.00032713,0.0035818,0.48107,0.26336,1.1222486687440663
chr1,33307223,33307373,2.0494e-14,0.292002,23,4.0523e-14,8.2477e-17,0.66096,0.36896,13.688373268129494
chr1,34176796,34177084,2.1807e-32,0.385552,21,3.8858e-14,1.7249e-35,0.55217,0.16662,31.661404076423167
chr1,35563246,35563413,8.3105e-05,0.241767,6,1.6722e-11,1.6112e-06,0.42332,0.18155,4.080372846166731
chr1,35573307,35573615,3.3048e-23,0.294599,24,4.7184e-14,5.4269e-26,0.34985,0.055251,22.48085481803147
chr1,35707441,35707498,0.003915,0.235207,4,2.5733e-05,0.00011861,0.38411,0.1489,2.407268233606038
chr1,36867897,36868079,0.041258,-0.217276,4,7.4625e-05,0.0017613,0.57899,0.79627,1.3844918284718368
chr1,37031553,37031611,0.00015675,0.208047,4,2.0868e-06,3.2375e-06,0.72394,0.51589,3.804792450497246
chr1,37735305,37735365,1.9024e-05,0.246642,6,3.1804e-07,3.1794e-07,0.5065,0.25986,4.720698162725384
chr1,37761606,37761719,2.999e-10,0.211222,14,4.8739e-14,2.0941e-12,0.64821,0.43699,9.523023534240473
chr1,37764678,37765019,0.00021267,0.218057,8,1.5683e-07,4.5488e-06,0.50062,0.28257,3.672293768928306
chr1,37795508,37795542,6.8219e-23,0.524993,7,4.3299e-14,1.1534000000000001e-25,0.74751,0.22252,22.16609465106267
chr1,37795552,37795571,1.2621e-10,0.310734,4,4.3632e-14,8.3459e-13,0.35631,0.045576,9.898906233263341
chr1,38561790,38562035,4.9004e-13,0.350583,6,4.3743e-14,2.3404e-15,0.78989,0.4393,12.309768468807686
chr1,38783893,38784020,5.1996e-11,0.276351,10,4.5408e-14,3.2506e-13,0.66626,0.38991,10.284030064918001
chr1,38817843,38818129,8.7166e-07,0.200751,19,3.3685e-12,1.1016e-08,0.45295,0.25219,6.059652883092986
chr1,39104847,39105035,2.1337e-07,0.243226,11,8.4377e-12,2.4268e-09,0.60465,0.36143,6.670866642785713
chr1,39529998,39530295,0.019207,-0.305247,4,2.0868e-06,0.00072876,0.49442,0.79967,1.7165404636230064
chr1,39788177,39788464,9.842300000000001e-29,0.267582,27,4.563e-14,1.0244e-31,0.35967,0.092087,28.006903401508918
chr1,41618208,41618289,4.1877e-08,-0.399857,4,1.7672e-05,4.1328e-10,0.32754,0.7274,7.378024438027408
chr1,43007357,43007549,0.0,0.546146,14,3.9968e-14,6.72e-48,0.84609,0.29994,inf
chr1,43558521,43558623,6.3229e-11,0.277711,8,1.9558e-06,4.0135e-13,0.50011,0.2224,10.19908368672887
chr1,43936684,43936894,5.8717e-07,0.200348,12,9.8247e-10,7.222e-09,0.32586,0.12551,6.231236141728378
chr1,44661979,44662316,0.014687,0.219108,4,0.045616,0.00053433,0.41772,0.19861,1.8330669051288462
chr1,45327347,45327504,1.2945e-16,0.22931,22,4.4964e-14,4.0179e-19,0.44389,0.21458,15.88789794522911
chr1,47228749,47229009,1.6758e-17,0.481491,8,4.3188e-14,4.7479e-20,0.61871,0.13722,16.77577781391535
chr1,47230866,47230893,1.5929e-05,0.262744,4,9.1317e-11,2.6132e-07,0.28498,0.022238,4.797811487733948
chr1,47771910,47772045,3.1931e-08,-0.224914,7,1.6428e-12,3.0833e-10,0.28105,0.50597,7.495787480217795
chr1,50024135,50024154,0.0030497,0.22493,4,2.185e-05,8.9645e-05,0.29539,0.070462,2.515742880244235
chr1,50418304,50418676,9.0773e-05,0.201105,5,8.7978e-05,1.7713e-06,0.37667,0.17556,4.042043311112757
chr1,52842915,52843832,2.6394e-31,0.228249,40,4.7073e-14,2.2405e-34,0.32844,0.10019,30.578494787639492
chr1,53083555,53083952,0.01618,-0.222241,5,0.0013825,0.00059708,0.64528,0.86752,1.7910214827237465
chr1,53319624,53319768,8.0833e-09,0.304438,4,2.4458e-13,7.0725e-11,0.80209,0.49765,8.092411302690152
chr1,53525770,53525825,0.0051778,-0.230949,4,2.396e-07,0.00016317,0.66981,0.90076,2.2858547288285096
chr1,54153642,54153981,0.0010765,-0.203168,6,4.0257e-05,2.7714e-05,0.55193,0.7551,2.967985965840494
chr1,54356178,54356557,3.3094e-09,0.362834,8,1.8906e-10,2.7096e-11,0.43389,0.071057,8.480250737435526
chr1,56477373,56477446,0.02858,0.216478,5,6.731e-05,0.0011479,0.397,0.18052,1.5439377755450485
chr1,58577313,58577502,2.7107e-08,0.222002,12,4.543e-13,2.5937e-10,0.47697,0.25497,7.566918544224743
chr1,58814330,58814408,2.6066e-05,-0.244186,4,1.4262e-05,4.5082e-07,0.33669,0.58087,4.583925609077606
chr1,60073600,60073700,4.2373e-08,0.203375,8,3.2161e-10,4.1867e-10,0.38271,0.17933,7.372910786947259
chr1,62194761,62195158,1.349e-20,0.323891,14,4.2744e-14,2.8175e-23,0.46192,0.13803,19.869988050328097
chr1,67308272,67308315,4.5238e-08,0.226485,4,8.4266e-14,4.4949e-10,0.24297,0.01649,7.344496603750207
chr1,70706575,70706616,0.0005863,0.211356,4,2.9947e-06,1.4053e-05,0.50532,0.29397,3.2318801058152027
chr1,75133142,75133183,2.5294e-08,0.329604,4,1.0137e-10,2.4021e-10,0.45752,0.12792,7.596982485777719
chr1,75616366,75616487,1.7127e-06,0.206205,9,1.3025e-10,2.2919e-08,0.2347,0.02849,5.766318702273654
chr1,77497179,77497368,1.978e-12,-0.441577,7,1.5442e-08,1.0188e-14,0.41161,0.85319,11.703773712738839
chr1,77687576,77687692,1.7663e-05,0.291172,4,1.1562e-09,2.9307e-07,0.7733,0.48212,4.752935531064549
chr1,85047378,85047446,8.7843e-05,0.203899,5,0.0015744,1.7099e-06,0.37027,0.16637,4.05629284068545
chr1,85616138,85616342,6.9342e-275,0.457342,20,5.5511e-14,4.2289e-54,0.7742,0.31686,274.1590036363393
chr1,90727081,90727124,3.5946e-05,0.224574,6,3.9985e-08,6.4224e-07,0.36927,0.14469,4.444349430025992
chr1,90836015,90836070,0.007444,0.211103,4,8.7897e-06,0.00024636,0.29486,0.083759,2.1281936355412707
chr1,92482000,92482194,2.7141e-13,-0.330738,10,1.0625e-13,1.2536e-15,0.33871,0.66945,12.56637415496364
chr1,106080796,106080873,1.2874e-12,0.354745,7,4.2188e-14,6.4731e-15,0.7332,0.37845,11.89028649520705
chr1,109543777,109543853,4.0409e-05,-0.347476,5,1.9835e-10,7.2927e-07,0.49402,0.8415,4.393521896893546
chr1,109624040,109624222,0.032822,0.216601,4,1.2676e-06,0.0013509,0.42941,0.21281,1.4838349588557578
chr1,110067591,110067818,1.0329e-06,0.202568,12,4.0833e-09,1.3237e-08,0.5106,0.30803,5.985941722575664
chr1,110130233,110130329,2.7344e-07,0.274735,6,9.8909e-11,3.1742e-09,0.37476,0.10003,6.563137954623339
chr1,110150720,110150740,1.1457e-05,0.240415,6,2.2916e-08,1.8202e-07,0.29591,0.055491,4.94092908690702
chr1,110211942,110212225,3.5111e-23,0.266654,20,4.4964e-14,5.7982e-26,0.46026,0.19361,22.45455680117272
chr1,110673342,110674378,2.7257e-15,0.211533,31,4.1633e-14,9.8851e-18,0.57011,0.35858,14.564521945828675
chr1,111270826,111271178,3.4913e-09,0.204456,14,4.5408e-14,2.8723e-11,0.28085,0.076399,8.4570128315792
chr1,114155053,114155086,3.0243e-05,0.236499,4,4.6108e-06,5.3209e-07,0.38589,0.14939,4.519375130537801
chr1,116570003,116570104,2.675e-08,0.328718,7,4.3965e-14,2.5565e-10,0.38614,0.057426,7.572676213642753
chr1,118979688,118979850,2.6903e-17,0.313583,14,4.2966e-14,7.7718e-20,0.39391,0.080326,16.570199288369352
chr1,118983786,118983813,3.4792e-06,0.232281,5,2.2656e-08,4.9763e-08,0.44192,0.20964,5.458520605342721
chr1,118985011,118985202,1.6485e-05,0.205481,7,8.2968e-10,2.7108e-07,0.31996,0.11448,4.782911048520829
chr1,118986713,118986755,7.1032e-06,0.255921,4,8.9621e-07,1.0792e-07,0.42811,0.17219,5.148545957019687
chr1,118989419,118989492,2.1072e-10,0.279273,8,4.563e-14,1.4367e-12,0.37771,0.098437,9.67629424238229
chr1,118993117,118993142,0.00212,0.205399,4,2.185e-05,5.9451e-05,0.30759,0.10219,2.673664139071249
chr1,121009186,121009526,2.992e-08,0.281858,8,5.5517e-12,2.8788e-10,0.33945,0.057592,7.524038410807576
