chrom,start,end,q_value,mean_difference,num_CpGs,p_mwu,p_2d_ks,mean_g1,mean_g2,log_q_value
chr1,10638410,10639390,1.6474e-74,0.316835,54,4.4964e-14,8.4816e-45,0.50766,0.19082,73.78320093835234
chr1,10804542,10804637,0.0029695,-0.231145,4,5.7175e-06,3.4308e-05,0.3086,0.53975,2.5273166703869596
chr1,11648793,11648809,3.3002e-05,0.376955,4,1.5388e-10,1.8487e-07,0.79765,0.4207,4.481459740041991
chr1,11858848,11858900,0.00045218,0.223395,4,5.1049e-07,3.7524e-06,0.67732,0.45392,3.3446886504862903
chr1,11898837,11898861,0.012532,0.261195,4,1.6834e-06,0.00019156,0.67528,0.41409,1.9019796137903324
chr1,12172176,12172276,0.0038466,-0.209681,5,0.00040686,4.6363e-05,0.40866,0.61834,2.4149229727326245
chr1,12540131,12540474,2.1148e-12,0.255938,18,4.4409e-14,2.1052e-15,0.77712,0.52118,11.674730698266925
chr1,14598626,14598638,0.00069276,0.237915,4,3.0267e-10,6.185e-06,0.31274,0.074823,3.1594171964537443
chr1,16124021,16124084,0.00024274,-0.205042,5,1.2575e-08,1.8142e-06,0.64769,0.85273,3.6148586523953417
chr1,16520784,16520798,0.0064249,0.292869,4,1.6904e-07,8.5375e-05,0.65948,0.36661,2.1921336274964602
chr1,17149206,17149419,4.3758e-10,0.234317,16,4.6518e-14,6.7997e-13,0.58931,0.35499,9.358942536053359
chr1,19288462,19288585,0.040421,0.200136,9,8.5898e-06,0.00081589,0.65197,0.45184,1.3933929464092918
chr1,19665844,19665863,0.00013152,0.279361,4,2.2801e-09,8.9973e-07,0.45574,0.17638,3.881008199804025
chr1,21904634,21904797,0.054155,0.204201,8,8.5815e-06,0.0011758,0.54084,0.33664,1.2663614398297405
chr1,22953313,22953476,0.0021968,0.21265,6,4.1574e-07,2.41e-05,0.33613,0.12348,2.65820948010732
chr1,23868793,23868856,0.014595,0.262228,4,4.4618e-06,0.00023047,0.68173,0.4195,1.8357959006759668
chr1,24914384,24914453,8.6123e-08,-0.286744,8,1.5399e-09,2.2698e-10,0.40812,0.69487,7.064880850414352
chr1,26555474,26555658,1.8897e-05,-0.373371,8,7.3519e-13,9.6974e-08,0.42028,0.79365,4.723607136930465
chr1,27360693,27360911,5.6917e-12,0.23445,13,1.2924e-10,6.0607e-15,0.3436,0.10915,11.24475799892123
chr1,27349292,27350081,1.6474e-74,0.324115,49,3.1197e-14,3.6839e-46,0.75152,0.42741,73.78320093835234
chr1,33307300,33307385,1.0605e-06,0.357206,8,4.7073e-14,3.7888e-09,0.67621,0.31901,5.9744893271474195
chr1,34176796,34177084,7.897e-12,0.267846,21,4.6296e-14,8.7624e-15,0.43446,0.16662,11.102537861986937
chr1,37735305,37735365,7.6728e-07,0.340296,6,7.9494e-12,2.6279e-09,0.60016,0.25986,6.115046122016706
chr1,37761610,37761700,5.4797e-10,0.281775,10,4.5741e-14,8.6913e-13,0.70054,0.41876,9.261243217411797
chr1,37764646,37764702,1.7324e-05,0.300887,6,3.1699e-09,8.809e-08,0.64244,0.34155,4.761351824942195
chr1,37795508,37795542,3.4978e-10,0.367899,7,4.3077e-14,5.3208e-13,0.59042,0.22252,9.456205026583921
chr1,37995982,37996095,1.2716e-09,-0.214443,13,1.3023e-13,2.1505e-12,0.29859,0.51304,8.895649480757264
chr1,39529998,39530295,0.62897,-0.218132,4,0.014441,0.033842,0.58154,0.79967,0.2013700686170053
chr1,39684096,39684139,0.0010958,0.23142,8,6.0979e-11,1.0675e-05,0.44663,0.21521,2.960268703901309
chr1,41396219,41396324,0.042333,0.200837,4,0.00020519,0.00086575,0.67949,0.47865,1.3733209534187585
chr1,41618208,41618289,0.00045957,-0.266641,4,3.5101e-05,3.8296e-06,0.46076,0.7274,3.3376483291127745
chr1,43007357,43007549,1.3154e-12,0.332058,14,4.1633e-14,1.2418e-15,0.632,0.29994,11.880942162476762
chr1,43558521,43558623,4.2466e-06,0.245467,8,2.4728e-09,1.7784e-08,0.46787,0.2224,5.371958644583609
chr1,43936728,43936770,0.002645,0.253188,5,2.4029e-06,3.0005e-05,0.4465,0.19331,2.5775743236287956
chr1,46493790,46493919,0.0049596,0.20389,6,6.5398e-06,6.2487e-05,0.62157,0.41768,2.304553348670667
chr1,46485862,46485918,4.9181e-05,0.207772,7,1.0402e-08,2.9144e-07,0.29679,0.089014,4.308202644973743
chr1,47444075,47444086,0.00013014,0.262691,4,4.2955e-09,8.8851e-07,0.47153,0.20884,3.885589197602163
chr1,47416259,47416307,1.7971e-05,0.204597,9,8.9597e-09,9.1662e-08,0.36087,0.15627,4.7454277558126465
chr1,47417195,47417252,0.0016294,0.229403,7,9.0162e-10,1.6993e-05,0.4266,0.1972,2.787972288025376
chr1,50425004,50425028,0.029329,0.210728,4,7.3074e-06,0.00054903,0.38165,0.17092,1.5327027444482122
chr1,53083555,53083952,0.0017686,-0.246504,5,5.0536e-08,1.8703e-05,0.62101,0.86752,2.7523703793208862
chr1,58814694,58814792,1.3075e-13,0.201393,12,4.6962e-14,1.0091e-16,0.94476,0.74337,12.883558302460688
chr1,58577461,58577543,0.00035659,0.238148,9,3.0061e-10,2.839e-06,0.66219,0.42404,3.447830840088634
chr1,62195096,62195158,1.4139e-06,0.309281,5,4.2448e-10,5.1937e-09,0.42837,0.11909,5.849581305520702
chr1,70706575,70706616,0.0087788,0.215809,4,3.1927e-06,0.00012467,0.50978,0.29397,2.0565648450273435
chr1,75133142,75133201,0.0218,0.232114,5,0.00020761,0.00037975,0.3476,0.11548,1.6615435063953952
chr1,85616145,85616342,1.9256e-14,0.277036,19,4.2299e-14,1.288e-17,0.60613,0.32909,13.715433922733027
chr1,85047272,85047556,6.7325e-11,0.266166,13,2.9127e-12,8.8408e-14,0.47163,0.20546,10.171823637916452
chr1,106080781,106080873,4.223e-05,0.287582,8,2.5546e-12,2.4477e-07,0.65786,0.37028,4.3743789185750925
chr1,110067642,110067692,0.014099,0.202986,6,0.00050725,0.00022104,0.52476,0.32178,1.850811689463992
chr1,110675426,110675459,0.0013359,0.271042,4,6.4658e-06,1.3496e-05,0.56592,0.29488,2.8742260501491144
chr1,112849519,112849582,0.02142,0.215151,4,1.0507e-05,0.00037175,0.31889,0.10374,1.6691805335041632
chr1,114155053,114155086,0.002534,0.200119,4,5.9572e-06,2.8547e-05,0.34951,0.14939,2.5961933894525773
chr1,114854771,114854861,2.5546e-05,0.209254,8,4.9221e-10,1.3804e-07,0.78641,0.57716,4.592677092160361
chr1,116570003,116570038,0.041901,0.202344,6,0.00015409,0.0008558,0.26629,0.063944,1.377775612133956
chr1,117122429,117122464,5.4801e-05,0.230473,4,4.0763e-09,3.3027e-07,0.43538,0.20491,4.261211516506153
chr1,118979815,118979850,3.8762e-12,0.251779,10,4.6518e-14,4.0148e-15,0.34884,0.097061,11.41159382278342
chr1,121118051,121118101,0.0090187,0.348043,4,1.7577e-06,0.0001288,0.61722,0.26918,2.04485605930012
chr1,147079458,147079498,0.016564,0.279377,4,0.00052112,0.00027034,0.52214,0.24276,1.7808347781696596
chr1,148353895,148354048,0.0023246,0.273742,5,2.5846e-08,2.5731e-05,0.70694,0.4332,2.6336517665322816
chr1,149900170,149900223,0.0015293,0.313582,5,4.102e-07,1.5758e-05,0.64849,0.33491,2.8155073114715767
chr1,154502954,154503020,2.4506e-14,0.30733,14,4.3077e-14,1.6885e-17,0.73006,0.42273,13.610727570824446
chr1,154869224,154869473,4.2325e-07,0.223608,11,1.2125e-12,1.3473e-09,0.72596,0.50235,6.373403033219027
chr1,155126340,155126381,0.0005388,0.213701,4,5.8439e-07,4.5778e-06,0.59834,0.38464,3.268572412949052
chr1,155295210,155295239,0.0040313,0.222747,6,1.3666e-06,4.9005e-05,0.37716,0.15441,2.394554881455837
chr1,156913428,156913605,2.197e-05,-0.308818,7,3.5555e-10,1.1569e-07,0.38124,0.69006,4.65816994307949
chr1,157978929,157979224,1.1456e-06,0.271367,11,1.0756e-12,4.1364e-09,0.53878,0.26741,5.94096699503622
chr1,159900121,159900192,0.0012979,0.201612,8,6.6401e-05,1.3074e-05,0.47725,0.27563,2.886758767567401
chr1,162003268,162003333,0.0064539,-0.263422,4,2.3968e-05,8.5818e-05,0.38865,0.65208,2.190177768058957
chr1,167629282,167629355,0.21354,0.243018,4,7.6404e-05,0.0071286,0.63601,0.39299,0.6705207616125104
chr1,170660923,170660960,3.0334e-05,0.279394,6,3.2592e-12,1.6799e-07,0.36677,0.087378,4.518070317569788
chr1,170665707,170665730,0.032101,0.224088,4,2.4908e-05,0.00061245,0.38417,0.16008,1.49348143838275
chr1,175887629,175887703,7.3303e-05,0.201995,6,1.6743e-09,4.585e-07,0.79998,0.59799,4.134878251050763
chr1,175888080,175888113,0.049704,0.214692,4,4.0806e-05,0.0010564,0.60104,0.38635,1.3036086593949414
chr1,178486608,178487149,1.2722e-13,0.274161,19,4.4409e-14,9.7901e-17,0.52687,0.25271,12.895444608759487
chr1,179586547,179586587,0.0068776,0.247185,4,1.6834e-06,9.2466e-05,0.40206,0.15488,2.1625630862698006
chr1,179591563,179591970,1.912e-18,0.20366,35,4.0412e-14,6.800799999999999e-22,0.28287,0.07921,17.71851211205992
chr1,179744248,179744288,0.00018895,0.249432,6,1.3857e-11,1.3573e-06,0.39151,0.14207,3.7236531037469667
chr1,180680596,180680652,2.2601e-08,-0.453423,4,1.1115e-11,5.152e-11,0.46745,0.92087,7.645872344707736
chr1,182700107,182700202,0.11984,0.254601,4,0.0015919,0.0032618,0.50134,0.24673,0.9213981996446088
chr1,200041153,200041413,0.0028253,0.225525,7,3.7045e-06,3.2348e-05,0.42119,0.19567,2.548935430525217
chr1,201284046,201284260,4.0505e-10,0.225392,19,4.4964e-14,6.2313e-13,0.54634,0.32095,9.392491363492022
chr1,200873067,200873627,5.2342e-05,0.236906,17,1.7613e-12,3.1287e-07,0.62633,0.38942,4.281149686885876
chr1,200874013,200874288,4.904e-08,0.229768,19,4.5075e-14,1.2298e-10,0.47809,0.24832,7.309449538489641
chr1,201115061,201115109,0.00012023,0.2796,8,1.4634e-10,8.0984e-07,0.51119,0.23159,3.9199871528920722
chr1,201399824,201399867,0.00039086,0.265635,4,8.7326e-07,3.1628e-06,0.56265,0.29701,3.407978772310516
chr1,205043405,205043744,0.012787,0.205792,4,5.2963e-05,0.00019615,0.37124,0.16545,1.8932313348231942
chr1,207645388,207645407,0.0085034,0.244938,4,1.9752e-05,0.00012003,0.49864,0.2537,2.0704073912272425
chr1,208044714,208044764,0.26563,-0.210859,4,0.0046873,0.0097155,0.47292,0.68378,0.5757228777275996
chr1,209231613,209231683,6.6672e-05,0.219738,8,4.8415e-09,4.124e-07,0.43822,0.21848,4.176056516886797
chr1,209231738,209232026,2.0154999999999997e-21,0.30554,20,3.697e-14,5.365400000000001e-25,0.63487,0.32933,20.69561719751093
chr1,213983007,213983068,4.0568e-09,0.226463,8,4.0745e-14,7.7049e-12,0.2733,0.04684,8.391816402460183
chr1,223701129,223701226,0.0088312,-0.273492,4,1.3551e-06,0.00012559,0.61163,0.88512,2.0539802796648967
chr1,227558591,227558738,0.0001319,0.207878,10,7.9578e-08,9.029e-07,0.64024,0.43237,3.8797552044536348
chr1,227561142,227561546,3.6051e-07,0.272986,10,1.1935e-13,1.1279e-09,0.63591,0.36292,6.443082684107978
chr1,227786788,227787002,5.2793e-05,0.232184,4,5.0241e-09,3.1627e-07,0.84739,0.61521,4.277423658203126
chr1,228650344,228650409,1.6011e-08,0.383512,5,6.3638e-13,3.4958e-11,0.5964,0.21289,7.79558154247675
chr1,229432277,229432413,5.0967e-06,0.217283,13,1.148e-13,2.1823e-08,0.34851,0.13123,5.292710928934146
chr1,230277591,230277741,0.3363,0.215864,4,0.0079476,0.013445,0.53208,0.31621,0.4732731326853644
chr1,231162627,231162637,0.00071232,0.248928,4,1.5388e-07,6.4011e-06,0.3026,0.053669,3.1473248616814047
chr1,231162958,231163183,3.0439e-08,0.201049,15,4.6185e-14,7.2385e-11,0.26985,0.068801,7.516569619365843
chr1,231163702,231163751,3.724e-09,0.256866,11,4.0412e-14,7.0311e-12,0.41038,0.15352,8.428990327690695
chr1,236686193,236686220,2.2209e-05,0.264462,6,6.1146e-10,1.17e-07,0.3825,0.11804,4.653470995898136
chr1,237041970,237042028,0.00010076,0.213817,6,2.9579e-10,6.5798e-07,0.29216,0.078343,3.9967118411739246
chr1,237043062,237043181,9.9695e-11,0.202788,13,4.4298e-14,1.356e-13,0.25646,0.053672,10.00132662229879
chr1,245054493,245054700,0.018848,-0.208631,4,3.0159e-05,0.00031729,0.19359,0.40222,1.7247347268929925
chr1,247518123,247518407,5.4903e-15,0.22931,27,4.2966e-14,3.4144e-18,0.74001,0.5107,14.260403924259396
chr10,10769,10791,7.957e-09,0.23187,6,4.6296e-14,1.6305e-11,0.91959,0.68772,8.099250641938921
chr10,5840557,5840612,0.14128,0.233136,4,0.00045772,0.0040391,0.51566,0.28253,0.8499193137665066
chr10,7407701,7407945,1.4718e-07,0.233849,12,1.5754e-13,4.1386e-10,0.31914,0.085287,6.832151201409971
chr10,11742892,11742923,0.0030352,0.261702,5,3.8169e-08,3.5165e-05,0.54844,0.28673,2.5178126864554127
chr10,11743034,11743093,0.15033,0.200149,4,0.0016892,0.0044036,0.69872,0.49857,0.8229543425378609
chr10,12181415,12181694,4.4587e-17,-0.370981,6,4.1522e-14,1.9949e-20,0.09351,0.46449,16.350791747818064
chr10,15035226,15035285,0.029673,-0.225852,4,1.042e-06,0.00055673,0.37943,0.60528,1.5276385434175221
chr10,19488999,19489086,0.028729,0.222311,9,2.7707e-06,0.00053382,0.53251,0.31019,1.5416794906819224
chr10,16520065,16520206,0.00025552,0.214563,8,5.4089e-09,1.9224e-06,0.30822,0.09366,3.5925751012055924
chr10,21510071,21510410,1.5269e-08,0.240537,15,3.3233e-11,3.3099e-11,0.44131,0.20078,7.816189404901865
chr10,23174084,23174148,7.7127e-07,0.205636,10,6.517e-14,2.645e-09,0.2868,0.081166,6.112793561011189
chr10,23174310,23174327,7.1331e-06,0.370123,4,1.7912e-11,3.2119e-08,0.43831,0.068191,5.146721687497084
chr10,22334208,22334804,3.5388e-33,0.325491,39,4.4298e-14,2.6125e-37,0.6221,0.29661,32.45114398140058
chr10,26212078,26212116,0.039699,0.263101,4,0.00083916,0.00079788,0.34582,0.082716,1.4012204327822677
chr10,26391586,26392012,7.2056e-09,0.225221,29,4.2299e-14,1.4556e-11,0.42602,0.2008,8.142329850264298
chr10,25175769,25175812,0.00055394,0.271325,5,3.8169e-08,4.7337e-06,0.40543,0.13411,3.2565372733222584
chr10,29142720,29142814,0.0056797,0.211061,4,7.3102e-07,7.3477e-05,0.86332,0.65226,2.245674602983595
chr10,42476137,42476183,0.031752,0.214222,4,7.1045e-05,0.00060376,0.38803,0.17381,1.4982289141008929
chr10,42898189,42898534,2.0797e-10,0.225128,18,4.5519e-14,3.0519e-13,0.34191,0.11678,9.681999308182078
chr10,43667655,43667701,3.1412e-06,0.201376,7,1.8785e-13,1.2613e-08,0.35585,0.15447,5.502904411219715
chr10,44310912,44310963,0.022555,0.217783,4,0.00019827,0.00039655,0.39043,0.17264,1.6467571685662707
chr10,45418538,45418614,0.035309,-0.234222,4,0.00041497,0.00069146,0.42074,0.65497,1.452114582086627
chr10,45673043,45673084,0.0036977,0.330606,4,3.1927e-06,4.4241e-05,0.42422,0.093619,2.4320683267165086
chr10,47763258,47763446,0.00060007,0.201554,7,2.6588e-08,5.1843e-06,0.41309,0.21153,3.2217980848821863
chr10,48465475,48465529,0.0013699,0.240615,4,6.3927e-07,1.3891e-05,0.7594,0.51879,2.863311134327742
chr10,48655584,48655694,2.0432e-06,0.242528,13,4.5186e-14,7.8067e-09,0.72192,0.47939,5.68968912008066
chr10,50024843,50025069,9.8351e-07,0.269938,11,4.2633e-14,3.4807e-09,0.50479,0.23486,6.007221219961482
chr10,49768589,49768765,3.193e-14,0.236648,15,4.1411e-14,2.2481e-17,0.33947,0.10282,13.495801081460556
chr10,49769042,49769085,0.0017506,0.335056,4,6.3927e-07,1.8473e-05,0.54825,0.2132,2.7568130758685285
chr10,59176862,59177210,3.2152e-09,0.228447,13,4.4631e-14,5.941e-12,0.30769,0.07924,8.492792006816021
chr10,71377059,71377184,0.088312,-0.220242,4,0.0001019,0.0021848,0.15683,0.37707,1.0539802796648967
chr10,71805906,71805986,3.0531e-09,0.285906,8,1.4891e-12,5.6143e-12,0.66544,0.37954,8.515258970762934
chr10,71805995,71806102,0.077572,0.212899,7,1.1106e-05,0.0018547,0.49981,0.28691,1.1102950112144905
chr10,75043835,75043886,0.014738,0.20978,5,0.00026487,0.00023359,0.38089,0.17111,1.8315614478132276
chr10,75276237,75276617,1.0271e-05,0.210799,13,3.1087e-09,4.8413e-08,0.5998,0.389,4.988387270780576
chr10,79159406,79159532,0.1826,0.233244,4,2.3968e-05,0.0057642,0.66263,0.42939,0.7384992268017199
chr10,86389809,86389953,1.1194e-06,0.217039,15,4.1065e-08,4.0166e-09,0.39728,0.18024,5.951014697429289
chr10,81875891,81875914,9.3294e-06,0.420891,4,5.0775e-12,4.341e-08,0.58582,0.16493,5.030146286057163
chr10,86535508,86535536,0.0034543,0.241356,5,1.3245e-07,4.0956e-05,0.65082,0.40947,2.461639947403549
chr10,86535550,86535815,5.4149e-27,0.328582,22,3.8636e-14,7.268000000000001e-31,0.49971,0.17113,26.266409559324757
chr10,86970322,86970872,0.00026868,0.214598,12,6.1649e-08,2.0358e-06,0.37889,0.16429,3.570764660373345
chr10,86971843,86971873,0.22685,0.257772,4,0.00048846,0.0077805,0.35099,0.093222,0.6442612163979645
chr10,89534365,89534742,0.021959,0.264158,6,1.9555e-07,0.00038331,0.61141,0.34725,1.6583874412879982
chr10,92420207,92420738,0.0025606,0.218667,12,4.9272e-09,2.8939e-05,0.48739,0.26872,2.591658258845345
chr10,93060248,93061498,4.5002e-67,0.406573,62,4.13e-14,1.7114e-71,0.68688,0.28031,66.3467681846766
chr10,93061513,93061589,0.081385,0.217609,4,0.00018508,0.0019716,0.55448,0.33688,1.0894556321811306
chr10,97335524,97335597,0.18941,0.232597,4,0.0010108,0.0060393,0.52585,0.29325,0.7225970959231731
chr10,100065247,100065297,0.0037364,0.243054,4,9.6974e-06,4.481e-05,0.56907,0.32602,2.4275466365924374
chr10,100115250,100115277,0.00014596,0.255901,6,8.461e-07,1.0126e-06,0.39405,0.13815,3.8357661453073892
chr10,100371390,100371429,0.070858,-0.222264,4,0.00018508,0.0016533,0.41382,0.63608,1.1496111099935535
chr10,100519512,100520000,1.5216e-16,0.249826,22,4.4076e-14,7.2845e-20,0.44621,0.19639,15.817699500406661
chr10,101224580,101224599,0.011554,0.218965,4,2.2188e-05,0.00017349,0.33693,0.11796,1.937267636794606
chr10,101774720,101774758,0.024748,0.246583,4,0.00012609,0.00044435,0.37762,0.13104,1.6064598926520368
chr10,102919398,102919676,2.1283e-10,0.244863,19,4.1633e-14,3.128e-13,0.59255,0.34768,9.671967154966476
chr10,104232668,104232698,0.016498,0.292143,5,0.00028474,0.00026893,0.33152,0.039381,1.7825687007321431
chr10,104232748,104232760,0.53777,0.24924,4,0.0026131,0.026791,0.25664,0.0074011,0.2694034289588741
chr10,103585022,103585130,2.3799e-08,0.255636,12,4.966e-13,5.4731e-11,0.70094,0.4453,7.62344129099416
chr10,108912143,108912152,2.6423e-05,0.26873,4,4.0763e-09,1.4348e-07,0.33754,0.068809,4.578017875234743
chr10,104642876,104642931,8.6859e-05,0.232159,6,1.5036e-10,5.563e-07,0.30325,0.071087,4.061185174939043
chr10,107164091,107164344,3.2705e-18,0.242217,23,4.0301e-14,1.1999e-21,0.34928,0.10706,17.485385846532015
chr10,110536537,110536635,0.11157,-0.22548,4,4.3978e-05,0.0029564,0.38927,0.61475,0.9524525669213649
chr10,110530352,110530704,6.6002e-09,0.24067,15,3.2434e-11,1.3229e-11,0.48083,0.24016,8.180442904218681
chr10,111078587,111078986,1.6474e-74,0.320819,52,3.4084e-14,9.499600000000001e-48,0.64006,0.31924,73.78320093835234
chr10,114405183,114405326,0.015027,0.269219,4,1.9752e-05,0.00023928,0.64581,0.37659,1.8231277135908233
chr10,117140780,117140812,0.040469,0.212767,4,2.5883e-05,0.00081723,0.33802,0.12525,1.392877527010648
chr10,118594817,118595931,2.0265e-13,0.240428,26,4.3077e-14,1.6184e-16,0.49615,0.25573,12.693253391922289
chr10,120011468,120011562,0.0068239,0.270384,6,7.868e-07,9.1645e-05,0.46619,0.1958,2.1659673461087636
chr10,122491293,122491442,0.0024263,-0.221555,4,0.00019157,2.7074e-05,0.49722,0.71878,2.615055501783756
chr10,122113179,122113196,3.1974e-09,0.281185,4,2.9401e-12,5.901e-12,0.3323,0.051114,8.495203029375444
chr10,122462828,122463416,5.1499e-06,0.216097,15,1.2745e-11,2.2108e-08,0.56683,0.35073,5.288201203943244
chr10,123666573,123666700,3.3568e-07,0.329433,5,2.2365e-12,1.0408e-09,0.55703,0.22759,6.474074533486537
chr10,123666748,123666823,4.1026e-06,0.204646,11,3.7354e-11,1.7125e-08,0.72658,0.52193,5.386940824310483
chr10,124033423,124033592,0.0064086,-0.251832,4,7.3678e-05,8.5101e-05,0.49338,0.74521,2.1932368345501265
chr10,124388891,124388931,1.085e-05,0.346872,4,3.482e-09,5.1555e-08,0.71932,0.37245,4.964570261815451
chr10,124619810,124619930,0.010209,-0.25655,5,2.3435e-07,0.00014961,0.27724,0.53379,1.9910167961845282
chr10,124640783,124640914,1.1976e-06,-0.26606,9,4.6851e-14,4.351e-09,0.1814,0.44746,5.921688212665004
chr10,124677560,124677626,0.0034436,-0.256595,4,2.6961e-06,4.0805e-05,0.56628,0.82288,2.4629873008541794
chr10,124735031,124735084,0.013175,-0.240378,5,7.4048e-08,0.00020342,0.61317,0.85355,1.8802493761154158
chr10,125370762,125370834,2.9588e-10,0.327561,8,4.3743e-14,4.4148e-13,0.77586,0.4483,9.528884389970129
chr10,125773929,125774307,8.358600000000001e-19,0.217214,27,4.7629e-14,2.917e-22,0.77972,0.56251,18.07786645739238
chr10,126906112,126906196,0.0038718,0.279925,4,6.7355e-06,4.672e-05,0.4382,0.15827,2.4120870845092313
chr10,128710102,128710331,8.7429e-06,0.231609,15,5.5622e-14,4.0349e-08,0.42589,0.19428,5.058344488979395
chr10,129898883,129899040,2.8227e-09,0.217007,14,4.452e-14,5.1463e-12,0.85791,0.6409,8.549335276747847
chr10,129972902,129972927,0.002941,0.20889,4,4.4152e-08,3.391e-05,0.31298,0.10409,2.531504975492931
chr10,131311018,131311040,1.5302e-05,0.392566,4,1.5905e-11,7.6269e-08,0.52685,0.13428,4.815251802372059
chr10,131311327,131311544,3.7044e-09,0.211212,13,4.2522e-14,6.9777e-12,0.29278,0.081566,8.431282124470279
chr10,132518417,132518797,0.0088598,0.227871,7,1.1604e-07,0.00012607,0.71848,0.49061,2.052576081710776
chr10,132579105,132579479,0.016804,-0.23184,7,6.7661e-08,0.00027494,0.43713,0.66897,1.7745873271340455
chr10,133068881,133069050,0.043998,-0.242207,4,0.0073554,0.00090876,0.64409,0.8863,1.3565670646207457
chr10,133225945,133225977,0.0021758,-0.214394,4,1.2973e-06,2.3811e-05,0.47501,0.68941,2.6623810275806146
chr10,133465483,133465530,7.6756e-06,0.30721,4,1.7237e-10,3.4937e-08,0.7344,0.42719,5.114887665817647
chr10,133565669,133565737,6.6171e-05,0.267186,9,4.4025e-12,4.0856e-07,0.72747,0.46028,4.179332302092081
chr10,132784793,132784808,0.00062072,0.226935,4,4.8477e-06,5.3974e-06,0.32633,0.099394,3.207104261139971
chr10,132786573,132786616,0.37246,0.202906,4,0.00089312,0.015589,0.4293,0.2264,0.4289203610688585
chr10,133528212,133528256,0.20968,0.200217,4,0.00014512,0.0069636,0.44457,0.24435,0.678442992061456
chr11,370205,370212,0.038497,0.232173,4,1.4154e-06,0.00076922,0.54194,0.30977,1.4145731129385133
