chrom,start,end,q_value,mean_difference,num_CpGs,p_mwu,p_2d_ks,mean_g1,mean_g2,log_q_value
chr1,3650780,3651778,1.4912999999999999e-236,0.259635,51,3.6748e-14,5.907700000000001e-45,0.33494,0.075307,235.82643498214134
chr1,4600166,4600266,4.0952e-07,0.306336,4,1.1715e-11,1.1513e-08,0.90751,0.60118,6.387724883457811
chr1,3771786,3771848,7.0288e-06,0.249062,4,4.5998e-10,2.4096e-07,0.84538,0.59631,5.153118814078755
chr1,3773112,3773446,1.0014e-15,0.503903,8,4.5075e-14,8.9766e-18,0.7167,0.2128,14.999392412937109
chr1,5275323,5275477,0.10654,-0.206242,4,0.00082548,0.008917,0.65134,0.85758,0.9724873075511892
chr1,4711088,4711974,1.1381e-17,0.240659,34,4.6629e-14,8.2226e-20,0.44797,0.20731,16.94381957665786
chr1,5717351,5717489,0.049194,0.247792,4,0.00061682,0.0036594,0.59085,0.34306,1.3080878632040331
chr1,5994722,5994888,1.6843e-06,0.352002,5,7.6258e-09,5.2213e-08,0.58876,0.23676,5.773580551351397
chr1,6109974,6110015,1.0085e-06,0.20323,4,1.4648e-09,3.0235e-08,0.82603,0.6228,5.9963240974512155
chr1,6148757,6148827,3.4649e-07,0.337337,5,3.2462e-10,9.6453e-09,0.35127,0.013933,6.460309294984322
chr1,6127609,6128173,7.582e-35,0.44183,22,5.2958e-14,1.3298e-37,0.79357,0.35174,34.12021621990959
chr1,4653664,4654342,4.1546e-15,0.203968,27,3.9302e-14,3.9916e-17,0.26756,0.063594,14.381470783228886
chr1,4654901,4654930,1.0014e-13,0.237392,8,4.3077e-14,1.1251e-15,0.2886,0.051211,12.999392412937109
chr1,6206984,6207672,2.4336e-05,0.264051,8,1.4255e-11,9.0699e-07,0.75442,0.49037,4.613750803291077
chr1,6249834,6249915,3.5228e-10,0.207583,9,4.3743e-14,6.2609e-12,0.26491,0.057323,9.453112012328821
chr1,6460617,6460731,1.9327e-05,0.219893,7,2.1173e-07,7.0944e-07,0.29319,0.073299,4.71383555334648
chr1,6460767,6460799,1.0664e-07,0.260775,4,3.3759e-09,2.7418e-09,0.73919,0.47841,6.972079863594197
chr1,6418897,6418931,9.0722e-07,0.325996,6,7.0244e-12,2.6969e-08,0.48412,0.15813,6.042287384163365
chr1,6454974,6455035,1.3609e-11,0.232549,13,4.1189e-14,2.0037e-13,0.33422,0.10168,10.866173785923605
chr1,6509689,6510268,2.3578e-07,-0.376554,7,3.0058e-12,6.4018e-09,0.37247,0.74903,6.627493036637101
chr1,6512444,6512777,6.7328e-10,-0.490601,6,6.7057e-14,1.2519e-11,0.41409,0.90469,9.171804286198393
chr1,6498026,6498060,0.00029848,0.281072,4,1.5362e-07,1.3428e-05,0.66756,0.38649,3.5250847639672274
chr1,6587364,6587863,8.7467e-13,0.405854,5,4.5408e-14,1.1094e-14,0.88192,0.47607,12.058155768933515
chr1,6491005,6491051,1.3432e-07,0.218613,4,4.8407e-10,3.5078e-09,0.23923,0.020618,6.871859316870007
chr1,6634716,6634853,2.1866e-06,0.270805,4,1.9072e-07,6.8984e-08,0.81887,0.54807,5.66023065623127
chr1,6735506,6735565,6.2021e-10,0.288223,6,1.0101e-11,1.1442e-11,0.78227,0.49405,9.207461235664304
chr1,6962057,6962223,1.8763e-13,0.240713,13,4.3077e-14,2.1728e-15,0.29711,0.056399,12.726697721432343
chr1,7149749,7149797,3.3547e-09,0.329491,5,8.2268e-14,6.8594e-11,0.76504,0.43555,8.47434631131318
chr1,7069983,7070040,4.0006e-11,0.332632,7,1.33e-13,6.3063e-13,0.56205,0.22942,10.397874869385076
chr1,7645455,7645616,0.0022823,0.26115,4,7.3395e-07,0.00012189,0.81126,0.55011,2.641627269741979
chr1,7827137,7827372,1.832e-25,-0.428322,14,4.5075e-14,6.413000000000001e-28,0.36223,0.79055,24.737074530668167
chr1,6615587,6615654,1.2838e-06,0.29988,4,3.2158e-09,3.9136e-08,0.32449,0.024605,5.8915026286517405
chr1,7913217,7913280,0.0051522,0.202365,4,2.2338e-05,0.00029687,0.72856,0.52619,2.2880072867176353
chr1,8154761,8154917,4.145e-09,0.324698,9,5.5234e-13,8.5791e-11,0.44469,0.11999,8.382475465113707
chr1,7783372,7783545,1.4351e-10,0.359408,7,4.1189e-14,2.4142e-12,0.40465,0.045238,9.843117835560623
chr1,7784528,7784655,3.7491e-12,0.350342,14,4.0523e-14,5.1366e-14,0.60655,0.25621,11.42607297545762
chr1,8026621,8026662,0.00023289,0.20812,7,1.2377e-08,1.0264e-05,0.34538,0.13726,3.6328491591169207
chr1,8217081,8217333,8.6996e-21,0.221409,17,4.3743e-14,4.6282e-23,0.2706,0.049195,20.060500715402807
chr1,7703869,7703954,0.00016096,0.229666,6,6.9369e-11,6.8888e-06,0.29551,0.065842,3.7932820366241664
chr1,7704219,7704268,4.4542e-12,0.201915,10,3.9968e-14,6.1536e-14,0.27906,0.077147,11.351230286415966
chr1,7705380,7705397,0.00014457,0.268844,4,2.2649e-07,6.1318e-06,0.44244,0.17359,3.839921818979129
chr1,9198737,9199006,3.2421e-34,0.216311,18,3.8081e-14,5.8597e-37,0.23805,0.021735,33.48917359381249
chr1,9183656,9183715,1.9476e-07,0.296986,6,7.0166e-14,5.2068e-09,0.85123,0.55424,6.710500234126143
chr1,9397982,9398127,3.2583e-09,0.291489,4,3.2119e-13,6.6481e-11,0.86406,0.57258,8.487008931584786
chr1,9593932,9593969,0.00042458,0.318976,4,8.99e-06,1.9646e-05,0.50069,0.18171,3.3720404672925137
chr1,9292442,9292603,7.6068e-05,0.245341,8,2.9704e-09,3.0679e-06,0.32791,0.082564,4.118798002180399
chr1,9687436,9688085,4.57e-18,0.346102,18,4.1966e-14,3.1762e-20,0.49535,0.14925,17.34008379993015
chr1,9689081,9689976,1.4912999999999999e-236,0.421853,44,5.1181e-14,8.431299999999999e-50,0.47081,0.048956,235.82643498214134
chr1,9997435,9997476,1.0756e-06,0.239213,7,6.7102e-13,3.2388e-08,0.291,0.051784,5.968349206448736
chr1,9998129,9998152,0.026829,0.213473,5,3.3391e-05,0.0018466,0.60056,0.38709,1.5713955145280445
chr1,10451486,10451535,5.4729e-15,0.571265,5,4.5519e-14,5.3207e-17,0.65437,0.0831,14.261782487148004
chr1,10682287,10682467,2.542e-15,0.442559,5,4.0079e-14,2.3861e-17,0.78322,0.34066,14.59482445378201
chr1,10688347,10688808,0.024876,-0.221874,4,0.0007141,0.0016964,0.6043,0.82618,1.6042194518585144
chr1,10638395,10639249,1.4912999999999999e-236,0.473693,52,4.6962e-14,1.7438e-92,0.62418,0.15049,235.82643498214134
chr1,10639350,10639390,1.664e-09,0.240214,4,2.814e-11,3.2695e-11,0.91443,0.67422,8.778846678045294
chr1,10830181,10830528,9.9192e-08,0.253099,6,3.3507e-13,2.5369e-09,0.89402,0.64093,7.003523353006686
chr1,10695336,10695556,2.6223e-09,0.301012,11,4.2855e-14,5.2867e-11,0.63181,0.33079,8.581317625044267
chr1,10835212,10835838,5.1986e-08,0.267081,10,8.5709e-14,1.2697e-09,0.41649,0.14941,7.284113597545424
chr1,10835853,10835946,4.8733e-16,0.429044,8,4.4298e-14,4.2204e-18,0.54209,0.11304,15.312176852658471
chr1,10898511,10898682,0.0034221,0.265455,6,0.0068341,0.00018997,0.34566,0.080202,2.4657073037330717
chr1,10980387,10980670,8.0648e-10,0.406287,5,8.0935e-14,1.5183e-11,0.63559,0.2293,9.09340639826552
chr1,10889007,10889102,1.8235e-17,0.31112,12,4.5408e-14,1.3449e-19,0.46034,0.14922,16.7390942323502
chr1,11053040,11053110,2.7341e-06,0.327149,6,5.4501e-09,8.7657e-08,0.45889,0.13174,5.563185605110566
chr1,11263191,11263244,5.8927e-06,0.294603,4,5.0967e-11,1.9935e-07,0.88763,0.59302,5.229685668468916
chr1,11059020,11059107,0.00010303,0.294946,4,1.2355e-07,4.2547e-06,0.76326,0.46831,3.987036300174222
chr1,11501399,11501550,3.4858e-11,0.247437,15,4.3299e-14,5.4448e-13,0.6381,0.39066,10.457697534434324
chr1,11648733,11648794,6.0841e-11,0.258183,8,4.0634e-14,9.802e-13,0.89922,0.64104,10.215803656372609
chr1,11648797,11648960,2.1097e-09,0.332199,10,4.6518e-14,4.2009e-11,0.46275,0.13055,8.675779297122997
chr1,11654438,11654499,7.6005e-27,0.293454,11,3.7748e-14,2.3707e-29,0.30667,0.013219,26.11915783665365
chr1,11680357,11680462,0.00011756,0.252409,9,1.7556e-10,4.9036e-06,0.6518,0.39939,3.929740422599425
chr1,11802912,11803371,5.4806e-16,0.54379,10,4.2522e-14,4.7757e-18,0.7107,0.16691,15.26117189362785
chr1,11858735,11858807,1.2535e-05,0.256,4,3.3493e-06,4.4619e-07,0.54053,0.28453,4.901875661705764
chr1,11898181,11898713,1.7297e-11,0.237434,14,4.8961e-14,2.5854e-13,0.5052,0.26776,10.762029214583663
chr1,11898837,11899115,4.1896e-09,0.243061,17,4.4853e-14,8.6836e-11,0.4233,0.18024,8.377827439106571
chr1,12179095,12179230,9.6332e-07,0.273701,5,3.9437e-07,2.8768e-08,0.5195,0.2458,6.016229423001003
chr1,12478885,12479060,0.01339,0.250035,4,0.0012994,0.00085007,0.5782,0.32817,1.873219422987991
chr1,11692124,11692439,1.4824e-12,0.210694,22,4.3299e-14,1.936e-14,0.27021,0.059516,11.829034593689158
chr1,12540131,12540474,8.0299e-30,0.330137,18,4.9849e-14,2.0150000000000002e-32,0.85132,0.52118,29.09528986315452
chr1,13583151,13583175,0.00084503,0.225434,4,8.0091e-05,4.1446e-05,0.50512,0.27969,3.073127872585004
chr1,13583748,13583819,1.665e-15,0.242281,9,4.019e-14,1.5289e-17,0.28184,0.039559,14.778585762157661
chr1,13892972,13893056,5.875400000000001e-19,0.20693,13,4.3077e-14,3.701e-21,0.24078,0.033847,18.230962561076783
chr1,15154605,15155044,1.1066e-08,0.38846,10,4.2966e-14,2.4488e-10,0.49752,0.10906,7.956009334121866
chr1,15749672,15749805,0.00074637,0.231429,4,4.9206e-06,3.6201e-05,0.78962,0.55819,3.127045825178354
chr1,15758021,15758344,6.2894e-18,0.364314,13,4.1966e-14,4.4354e-20,0.48935,0.12504,17.201390783667303
chr1,16048931,16049237,0.0036441,0.202922,6,2.7067e-05,0.00020339,0.4482,0.24528,2.438409713792262
chr1,16124021,16124084,0.00072844,-0.356001,5,6.8845e-09,3.5266e-05,0.49673,0.85273,3.1376062143017345
chr1,16167565,16167583,6.3243e-08,0.381674,4,1.9211e-11,1.5697e-09,0.60093,0.21926,7.198987537023457
chr1,16520784,16520798,6.3371e-10,0.44893,4,6.1839e-14,1.1706e-11,0.81554,0.36661,9.198109439615248
chr1,16226914,16227964,1.4912999999999999e-236,0.455574,47,7.3608e-14,1.519e-75,0.60406,0.14849,235.82643498214134
chr1,16534984,16535929,9.388300000000001e-19,0.261495,29,4.563e-14,6.062e-21,0.6474,0.3859,18.02741304111617
chr1,16647441,16648089,1.8362e-32,0.365211,16,3.8969e-14,3.7558e-35,0.48911,0.1239,31.73608001694423
chr1,16644919,16644984,0.00017723,0.298368,5,1.384e-09,7.6442e-06,0.48788,0.18951,3.751462762518442
chr1,16872668,16873211,6.212600000000001e-25,0.397491,13,4.7407e-14,2.2824e-27,0.47163,0.074144,24.206726607659228
chr1,16979008,16979302,9.7489e-06,0.206055,4,3.2218e-06,3.416e-07,0.69263,0.48657,5.011044384391786
chr1,16693216,16693644,1.4912999999999999e-236,0.200085,54,4.4853e-14,9.8501e-53,0.27706,0.076973,235.82643498214134
chr1,16913559,16913613,3.3636e-06,0.205428,4,1.5037e-05,1.0945e-07,0.72465,0.51923,5.473195656192089
chr1,17149109,17149419,2.0227000000000001e-41,0.434468,20,4.3965e-14,5.088e-44,0.83253,0.39806,40.694068525536686
chr1,17406267,17406401,0.0047659,0.255145,4,3.6155e-07,0.00027274,0.51434,0.2592,2.3218550744326625
chr1,17118832,17118855,1.4079e-12,0.51337,4,5.318e-14,1.8314e-14,0.55407,0.040702,11.851428191067843
chr1,17437445,17437576,0.0028237,0.274224,4,6.6641e-06,0.00015373,0.28902,0.0148,2.5491814461703317
chr1,17671768,17672073,2.8611e-05,0.204535,6,5.728e-08,1.0771e-06,0.69596,0.49143,4.543466962645902
chr1,16700378,16700610,1.2758000000000001e-19,0.294185,16,4.9627e-14,7.5219e-22,0.44084,0.14666,18.894217402185557
chr1,18109071,18109146,0.00010894,0.303058,4,0.00014003,4.5192e-06,0.41208,0.10902,3.9628126290628867
chr1,18107775,18107858,1.7239e-24,0.284852,15,4.2411e-14,6.5834e-27,0.33567,0.050815,23.763487930337174
chr1,18108156,18108229,3.9226e-16,0.31834,12,4.1744e-14,3.359e-18,0.41343,0.095086,15.406425976002438
chr1,18637760,18637950,5.4333e-10,0.267083,10,4.2077e-14,9.9309e-12,0.34776,0.080674,9.264936314707203
chr1,18717241,18717332,1.5521e-11,0.236853,13,3.9857e-14,2.306e-13,0.33592,0.099064,10.809080301087427
chr1,18643205,18643289,1.5963e-08,0.200803,8,5.4512e-14,3.6164e-10,0.24584,0.045039,7.796885486355615
chr1,18875364,18875518,2.4949e-06,0.261168,7,5.3321e-09,7.945e-08,0.62897,0.3678,5.602946856981891
chr1,18928235,18928304,0.0014443,0.286303,4,0.00051638,7.4155e-05,0.40502,0.11871,2.8403425887522955
chr1,18949357,18949741,5.8063e-14,0.457975,8,4.4964e-14,6.3233e-16,0.73488,0.27691,13.23610052879049
chr1,18631714,18631728,5.3388e-08,0.362151,4,5.4767e-13,1.3077e-09,0.44061,0.078463,7.272556348204331
chr1,18632801,18632961,1.9035e-12,0.239185,13,4.5852e-14,2.5183e-14,0.32197,0.082782,11.720447118849615
chr1,19274113,19274312,1.7331e-34,0.401523,22,3.4639e-14,3.0902e-37,0.48585,0.08433,33.76117637773893
chr1,19288530,19288585,9.6395e-09,0.447821,5,9.3592e-14,2.1131e-10,0.66576,0.21794,8.015945492328763
chr1,19288748,19289075,4.4544e-25,0.239434,17,4.7073e-14,1.622e-27,0.25948,0.020042,24.351210786405552
chr1,19406304,19406478,8.2622e-06,0.277311,4,3.5442e-08,2.8633e-07,0.76041,0.4831,5.082904296427323
chr1,19648304,19648502,6.7854e-08,0.242489,7,1.6771e-12,1.6937e-09,0.8525,0.61002,7.168424545547012
chr1,19645338,19645758,1.1016000000000001e-25,0.392089,19,4.6074e-14,3.7947999999999996e-28,0.59731,0.20523,24.957976072751134
chr1,19484422,19484563,1.0858e-17,0.277155,13,4.4187e-14,7.8284e-20,0.30376,0.02661,16.96425016268034
chr1,20186118,20186168,1.1155000000000002e-19,0.345491,8,4.1522e-14,6.5417e-22,0.37967,0.034174,18.952530425380143
chr1,19665661,19666433,9.3312e-12,0.226321,28,3.9746e-14,1.3444e-13,0.38831,0.16199,11.030062502034157
chr1,20343334,20343403,3.4645e-13,0.326985,10,4.2855e-14,4.1685e-15,0.45736,0.13037,12.460359434330572
chr1,20343410,20343481,4.0773e-05,0.201363,6,1.1588e-09,1.5742e-06,0.23451,0.033146,4.3896273328080175
chr1,20366266,20366853,1.8544e-17,0.218502,18,4.6629e-14,1.3685000000000002e-19,0.2735,0.054998,16.73179658138048
chr1,20697188,20697329,1.0382e-07,0.300894,4,4.0611e-08,2.6646e-09,0.51649,0.2156,6.98371897545717
chr1,20729884,20730073,0.0053896,0.200485,4,0.00056452,0.00031201,0.42756,0.22708,2.2684434656553782
chr1,20717461,20717492,2.1425e-07,0.352722,4,4.5775e-11,5.7716e-09,0.46018,0.10746,6.669079169404764
chr1,21293503,21293671,4.2966e-05,0.332728,5,8.3802e-10,1.6653e-06,0.61261,0.27988,4.366875075889939
