chrom,start,end,q_value,mean_difference,num_CpGs,p_mwu,p_2d_ks,mean_g1,mean_g2,log_q_value
chr1,3215795,3215855,7.3323e-29,0.515152,6,3.7415e-14,4.1203e-31,0.72376,0.2086,28.134759774250032
chr1,3247844,3248663,2.9816e-10,0.280119,8,6.5559e-13,6.471e-12,0.41343,0.13331,9.525550620254217
chr1,3313791,3314070,2.6468e-07,0.21388,7,9.084e-10,7.7339e-09,0.5421,0.32822,6.577278874028442
chr1,3323222,3323574,1.6109e-16,0.397114,6,4.2411e-14,2.0376e-18,0.58036,0.18324,15.792931418485903
chr1,3364601,3364697,4.3725e-06,0.21042,4,5.2162e-08,1.4756e-07,0.58525,0.37483,5.359270181849286
chr1,3423400,3423616,1.4207e-26,0.43341,9,4.6296e-14,9.0943e-29,0.60616,0.17275,25.847497619538874
chr1,3431389,3431541,2.2456e-07,-0.224996,9,6.5026e-13,6.5093e-09,0.5805,0.8055,6.648667600373617
chr1,3393298,3394248,0.0,0.251314,34,3.0975e-14,4.6803e-56,0.27789,0.026577,inf
chr1,3478247,3478341,7.6917e-06,-0.234767,4,1.42e-08,2.6761e-07,0.49337,0.72814,5.113977662926194
chr1,3708843,3709214,2.3702e-09,0.221062,14,4.2077e-14,5.6139e-11,0.52037,0.29931,8.625215006212827
chr1,3718332,3718363,5.6048e-09,0.256578,4,1.0447e-13,1.3784e-10,0.60394,0.34736,8.251439880026382
chr1,3747046,3747064,2.5428e-10,0.212629,4,4.8961e-14,5.4864e-12,0.22538,0.012751,9.59468779724158
chr1,3773112,3773516,1.3823e-18,0.366144,10,3.7859e-14,1.4919e-20,0.6118,0.24566,17.859397691979666
chr1,5717351,5717489,0.00012618,0.248323,4,1.2812e-07,5.1909e-06,0.59138,0.34306,3.8990094769300354
chr1,3650780,3651680,0.0,0.264081,48,0.0,4.8594e-82,0.34205,0.077965,inf
chr1,6127609,6128173,5.5214e-34,0.296348,22,4.7073e-14,2.3922e-36,0.64809,0.35174,33.25795078908517
chr1,6245622,6245638,1.0411e-11,0.310101,4,4.0523e-14,1.9776e-13,0.45354,0.14344,10.982507553522725
chr1,6246315,6246390,9.3253e-08,0.218746,6,3.6894e-12,2.5857e-09,0.45177,0.23303,7.030337187803583
chr1,6418897,6418931,8.1235e-08,0.209571,6,9.8144e-14,2.2392e-09,0.3677,0.15813,7.090256815193807
chr1,6454974,6455035,5.3505e-18,0.212903,13,4.341e-14,6.0423e-20,0.31458,0.10168,17.271605631605965
chr1,6509689,6510268,5.6903e-08,-0.2925,7,4.4076e-14,1.5426e-09,0.45653,0.74903,7.244864836432693
chr1,6512444,6512777,1.6035e-10,-0.361499,6,4.3965e-14,3.3991e-12,0.5432,0.90469,9.79493103573554
chr1,6587364,6587863,8.9296e-13,0.299604,5,4.3188e-14,1.5383e-14,0.77567,0.47607,12.049167994827414
chr1,6249635,6249657,4.1425e-05,0.203595,4,2.4468e-08,1.5845e-06,0.3227,0.11911,4.382737482908626
chr1,6735506,6735565,2.4837e-13,0.225092,6,1.0436e-13,4.0659e-15,0.71914,0.49405,12.60490086268743
chr1,6962003,6962234,1.2375e-26,0.213462,17,4.5408e-14,7.8878e-29,0.26873,0.055269,25.907454792394393
chr1,7149749,7149797,2.3851e-14,0.314813,5,4.6962e-14,3.5871e-16,0.75036,0.43555,13.622493407593366
chr1,7069926,7070126,9.4609e-19,0.253729,16,4.3521e-14,1.0087e-20,0.45847,0.20474,18.024067547906668
chr1,7783372,7783425,4.7705e-06,0.252233,4,1.9656e-09,1.617e-07,0.32596,0.073725,5.321436099815051
chr1,7784528,7784714,3.2358e-26,0.313837,16,5.0293e-14,2.113e-28,0.59212,0.27828,25.490018329328194
chr1,8026621,8026662,6.9571e-09,0.251148,7,3.9302e-14,1.7266e-10,0.38841,0.13726,8.157571754133214
chr1,9183654,9183715,2.2229e-13,0.247578,7,4.2411e-14,3.628e-15,0.78648,0.5389,12.65308007415438
chr1,9386319,9386463,0.00017779,-0.202657,4,4.6998e-06,7.4607e-06,0.37634,0.579,3.7500926700640824
chr1,9541072,9541128,0.00050174,-0.211375,4,2.1307e-07,2.2648e-05,0.70329,0.91466,3.2995212745217875
chr1,9292442,9292555,6.066e-07,0.282913,4,3.1246e-08,1.8522e-08,0.41893,0.13601,6.217097594025355
chr1,9730721,9730808,0.00013539,-0.212841,4,4.598e-07,5.5921e-06,0.36217,0.57501,3.8684134117601916
chr1,9689823,9689976,6.9747e-17,0.340997,10,4.7184e-14,8.563500000000001e-19,0.49436,0.15336,16.156474467788637
chr1,10451486,10451535,2.9974e-12,0.355588,5,4.6629e-14,5.412e-14,0.43869,0.0831,11.523255297027324
chr1,10630294,10630935,1.034e-25,-0.296992,19,3.908e-14,6.933799999999999e-28,0.58199,0.87898,24.985479461242075
chr1,10682287,10682467,1.5809e-09,0.20373,5,3.1144e-08,3.6809e-11,0.54439,0.34066,8.801095600543267
chr1,10688347,10688808,5.2149e-07,-0.276788,4,2.5291e-11,1.5767e-08,0.54939,0.82618,6.282754015111772
chr1,10804542,10804642,1.1024e-07,-0.227514,5,2.2892e-10,3.0791e-09,0.3555,0.58302,6.95766079543645
chr1,10823227,10823284,2.1502e-09,-0.290302,4,1.5019e-12,5.0703e-11,0.39211,0.68241,8.667521142476636
chr1,10835212,10835946,1.9600000000000002e-26,0.269215,18,4.6962e-14,1.2648e-28,0.40246,0.13325,25.707743928643524
chr1,10638395,10639249,0.0,0.474259,52,0.0,5.262000000000001e-156,0.62475,0.15049,inf
chr1,10980387,10980670,6.6474e-13,0.352841,5,4.3077e-14,1.1334e-14,0.58214,0.2293,12.177348187245716
chr1,10889007,10889102,8.096000000000001e-20,0.261928,12,4.5741e-14,7.9649e-22,0.41114,0.14922,19.091729500504275
chr1,11501399,11501550,6.9038e-19,0.241537,15,3.6748e-14,7.2789e-21,0.6322,0.39066,18.160911798427623
chr1,11654438,11654499,2.0234e-22,0.213074,11,4.2188e-14,1.6782000000000002e-24,0.22629,0.013219,21.693918254342023
chr1,11648793,11648809,7.8703e-09,0.303115,4,4.4853e-14,1.9616e-10,0.72381,0.4207,8.10400871289362
chr1,11802912,11803371,1.0034e-19,0.421158,10,4.3299e-14,9.938499999999999e-22,0.58807,0.16691,18.998525903308266
chr1,11898853,11898881,4.4766e-10,0.326974,4,4.5297e-14,9.8805e-12,0.66911,0.34214,9.349051709626758
chr1,12185190,12185557,4.6294e-06,-0.232134,4,3.5638e-09,1.5669e-07,0.50931,0.74144,5.334475292691468
chr1,12540131,12540474,0.0,0.32027,18,5.0959e-14,7.770800000000001e-56,0.84146,0.52118,inf
chr1,12595640,12595723,2.7152e-13,0.205506,7,4.4409e-14,4.4591e-15,0.24066,0.035149,12.566198175026399
chr1,13583151,13583247,3.3967e-09,0.271891,6,4.2411e-14,8.1684e-11,0.49849,0.2266,8.46894280876671
chr1,13583748,13583850,2.8239000000000005e-25,0.214227,10,4.1078e-14,1.9467e-27,0.2535,0.039271,24.54915068659231
chr1,14615695,14615758,0.00056703,-0.207347,4,1.3472e-05,2.5817e-05,0.57797,0.78531,3.246393963170954
chr1,14598626,14598638,9.1218e-05,0.202763,4,8.7639e-10,3.6702e-06,0.27759,0.074823,4.039919454113123
chr1,15154605,15155044,1.2955000000000002e-19,0.373417,10,4.7407e-14,1.2918e-21,0.48248,0.10906,18.887562582678157
chr1,15836638,15836837,0.00097406,-0.246807,4,2.2476e-06,4.6136e-05,0.5143,0.76111,3.0114142906918673
chr1,16124021,16124084,2.0078e-10,-0.36894,5,4.1744e-14,4.2959e-12,0.48379,0.85273,9.697279550103866
chr1,16133407,16133929,0.00016527,-0.241358,4,2.9855e-07,6.9064e-06,0.58773,0.82909,3.781805972907016
chr1,16216505,16216531,3.1317e-13,0.208734,4,4.1966e-14,5.1763e-15,0.23435,0.025615,12.50421984769482
chr1,16520784,16520798,7.9642e-10,0.33173,4,4.563e-14,1.8012e-11,0.69834,0.36661,9.098857842340541
chr1,16534984,16535929,5.2324000000000004e-30,0.247215,29,4.5519e-14,2.7721e-32,0.63312,0.3859,29.28129906301091
chr1,16647441,16648089,0.0,0.399617,16,5.218e-14,3.448e-61,0.52352,0.1239,inf
chr1,16226914,16227964,0.0,0.438385,47,0.0,2.1447e-116,0.58687,0.14849,inf
chr1,16872668,16872828,1.6927e-23,0.286756,9,4.2744e-14,1.3017e-25,0.37677,0.090018,22.77142000579508
chr1,17118832,17118855,3.7046e-21,0.442959,4,4.2855e-14,3.3219e-23,0.48366,0.040702,20.431258677609325
chr1,17149099,17149160,8.7651e-12,0.237603,4,4.0523e-14,1.6513e-13,0.87588,0.63827,11.057243124727009
chr1,17149182,17149419,0.0,0.474307,17,3.6637e-14,9.7598e-82,0.83485,0.36054,inf
chr1,17603342,17603512,0.00072984,-0.222629,4,8.2383e-07,3.3844e-05,0.29786,0.52048,3.1367723381442616
chr1,18109071,18109185,9.0056e-12,0.227784,8,4.5408e-14,1.6991e-13,0.32455,0.096764,11.045487346919021
chr1,18107775,18107854,1.843e-32,0.208267,13,4.9405e-14,8.614500000000001e-35,0.25765,0.04938,31.734474664780926
chr1,18108001,18108033,9.8384e-14,0.262647,5,4.2077e-14,1.5595e-15,0.33748,0.07483,13.007075524299427
chr1,18108130,18108157,5.5787e-16,0.201623,6,4.4409e-14,7.374e-18,0.25225,0.050627,15.253466992568427
chr1,18108174,18108229,3.4269e-25,0.309466,11,4.2188e-14,2.3776e-27,0.40918,0.099719,24.465098568485757
chr1,18637760,18637930,2.5215e-11,0.208944,9,4.3743e-14,4.9527e-13,0.29558,0.086641,10.598341027504848
chr1,18717241,18717332,8.5589e-27,0.266,13,4.0856e-14,5.408800000000001e-29,0.36506,0.099064,26.067582047779343
chr1,18949357,18949741,2.7218e-14,0.29413,8,4.341e-14,4.115e-16,0.57104,0.27691,13.565143790259624
chr1,18631709,18631769,6.4889000000000005e-24,0.300797,9,3.7415e-14,4.8602e-26,0.3586,0.057808,23.187828918672626
chr1,18632801,18632932,1.4063e-25,0.273688,12,4.4964e-14,9.5028e-28,0.36013,0.08644,24.851922023237496
chr1,19274113,19274379,3.7184000000000005e-24,0.245893,23,4.885e-14,2.7501e-26,0.34554,0.099651,23.429643893625784
chr1,19406304,19406478,1.7494e-09,0.236809,4,2.1072e-13,4.0881e-11,0.7199,0.4831,8.757110877810645
chr1,19288557,19288585,1.2031e-06,0.300984,4,4.1789e-13,3.8112e-08,0.45114,0.15016,5.919698273206088
chr1,19648304,19648441,2.6966e-07,0.207138,6,2.4314e-13,7.8881e-09,0.79605,0.58891,6.569183469815679
chr1,19645338,19645758,0.0,0.402347,19,5.0404e-14,1.1284e-55,0.60757,0.20523,inf
chr1,20186128,20186168,2.7856e-21,0.273969,6,4.2299e-14,2.4744e-23,0.31413,0.040158,20.555081246226745
chr1,20343185,20343481,0.0,0.314123,28,3.2974e-14,4.2758e-60,0.40371,0.08959,inf
chr1,20366273,20366792,9.7143e-34,0.236609,12,4.5963e-14,4.2545e-36,0.29306,0.056452,33.012588488640134
chr1,19665665,19666433,7.1009e-22,0.21539,27,4.9183e-14,6.0986000000000005e-24,0.38086,0.16547,21.148686603356605
chr1,20697188,20697329,1.1435e-07,0.240135,4,1.8677e-11,3.1988e-09,0.45573,0.2156,6.941763831057233
chr1,21293538,21293671,5.4048e-07,0.27891,4,9.316e-08,1.6382e-08,0.50817,0.22926,6.267220372109085
chr1,21428285,21428492,1.8108e-24,0.207204,21,3.9302e-14,1.3083e-26,0.26789,0.060687,23.742129514176785
chr1,21436737,21436826,8.4697e-13,0.367737,5,4.0301e-14,1.4569e-14,0.45488,0.087138,12.072131972272832
chr1,21538379,21538487,0.00014711,0.257115,4,2.5547e-09,6.1043e-06,0.5707,0.31359,3.832357804517834
chr1,21509761,21509986,2.5791e-17,0.27872,13,3.6304e-14,3.0773000000000005e-19,0.42876,0.15004,16.588531818542084
chr1,21619257,21619364,9.3653e-08,0.220273,6,1.1166e-11,2.5975e-09,0.5662,0.34593,7.028478306248405
chr1,21607909,21608235,2.8611e-14,0.22965,15,4.0523e-14,4.3327e-16,0.35787,0.12822,13.543466962645903
chr1,21574658,21574903,3.1795e-09,0.200865,13,4.7629e-14,7.6274e-11,0.34924,0.14837,8.497641170680367
chr1,20552870,20552966,6.4276e-11,0.217604,10,4.563e-14,1.3112e-12,0.3154,0.097797,10.191951157919586
chr1,21668370,21668503,2.0069e-05,0.226372,4,1.9247e-09,7.345e-07,0.50901,0.28264,4.697474267039259
chr1,21814799,21814936,8.4679e-12,-0.256559,9,7.0692e-10,1.5943e-13,0.50901,0.76557,11.07222427933763
chr1,21857321,21857414,0.00020837,-0.22848,6,1.8541e-06,8.8471e-06,0.59866,0.82714,3.681164808272336
chr1,21904634,21904797,3.0841e-09,0.27288,8,4.1078e-14,7.3871e-11,0.60952,0.33664,8.510871548667742
chr1,22876645,22877109,0.0019709,-0.209413,4,7.731e-05,9.8696e-05,0.51303,0.72244,2.7053354104998255
chr1,23423829,23424114,0.0,0.457976,16,3.5416e-14,1.1513e-58,0.54353,0.085558,inf
chr1,23424141,23424375,4.442499999999999e-28,0.251687,14,3.7081e-14,2.6030000000000003e-30,0.27351,0.021824,27.35237256352266
chr1,23799769,23799933,2.3244e-12,0.245917,7,4.674e-14,4.1657e-14,0.28612,0.0402,11.633689133233265
chr1,25001333,25001477,1.2925e-09,-0.290974,4,2.1781e-12,2.9785e-11,0.38172,0.67269,8.88856944823402
chr1,25755058,25755175,0.00092588,0.243682,4,5.7406e-08,4.3694e-05,0.49086,0.24718,3.0334452970274866
chr1,25771828,25771870,1.5795e-07,0.291907,4,4.885e-14,4.4929e-09,0.63363,0.34173,6.801480369758832
chr1,25809382,25809751,2.4219e-09,-0.220063,4,1.483e-10,5.744e-11,0.20428,0.42434,8.615843792796921
chr1,26156174,26156268,1.4403e-10,0.25911,4,3.9979e-13,3.0368e-12,0.66297,0.40386,9.841547039311171
chr1,25906907,25907104,1.3632e-07,0.217835,10,4.8961e-14,3.8497e-09,0.45544,0.23761,6.865440422577375
chr1,26045458,26045494,1.2548e-08,0.253342,4,4.5519e-14,3.1952e-10,0.63784,0.3845,7.901425489974293
chr1,26177373,26177499,1.333e-17,0.353464,4,4.2299e-14,1.5535e-19,0.8434,0.48994,16.87516985058614
chr1,26285228,26285311,9.454e-09,0.29462,5,1.0395e-11,2.3758e-10,0.69777,0.40315,8.024384402033105
chr1,26225115,26225248,4.3414e-11,0.248114,9,4.2744e-14,8.7119e-13,0.34942,0.10131,10.362370198084436
chr1,26555474,26555658,4.7622e-26,-0.479263,8,4.341e-14,3.132e-28,0.31438,0.79365,25.32219236931072
chr1,26960514,26960572,5.7374e-21,0.252258,8,4.5741e-14,5.2101e-23,0.28644,0.034184,20.241284870923383
chr1,27383293,27383354,4.3852e-27,0.436059,8,4.1855e-14,2.717e-29,0.58862,0.15256,26.358010594563478
chr1,27360656,27360911,3.3745e-34,0.312937,18,4.7407e-14,1.4461999999999999e-36,0.39986,0.086926,33.47179056752259
chr1,27360934,27361109,2.4565e-11,0.207162,13,7.2511e-12,4.8219e-13,0.49228,0.28511,10.609683231529159
chr1,27349292,27350081,0.0,0.312106,49,1.0,1.1403000000000001e-114,0.73951,0.42741,inf
chr1,28235429,28235499,1.1046e-07,-0.20365,5,1.8729e-11,3.0862e-09,0.24804,0.45169,6.956794961112342
chr1,28749290,28749339,3.6981e-11,-0.3497,5,4.4964e-14,7.3836e-13,0.49951,0.84921,10.432021349298804
chr1,27960438,27960520,3.9421e-13,0.302508,5,4.2411e-14,6.5793e-15,0.40324,0.10073,12.404272363086168
chr1,29182644,29182699,1.8458e-07,-0.303516,4,2.3496e-09,5.2878e-09,0.3646,0.66811,6.733815358349093
chr1,30342760,30342845,1.5392e-13,0.26476,7,4.2077e-14,2.4848e-15,0.36689,0.10213,12.812704945306262
chr1,30918423,30918482,0.00028797,-0.237953,4,1.8753e-08,1.2521e-05,0.62708,0.86503,3.540652753605663
chr1,30908050,30908088,0.0005211,0.21854,4,3.0819e-09,2.359e-05,0.36911,0.15057,3.2830789268332388
chr1,31588759,31589240,0.0,0.471685,21,3.9635e-14,3.2164999999999996e-58,0.69639,0.2247,inf
chr1,31771854,31772093,7.7682e-18,0.25388,11,4.563e-14,8.886e-20,0.34742,0.093537,17.109679601614697
chr1,32352138,32352178,2.9173e-07,0.216756,4,1.0467e-10,8.5668e-09,0.41862,0.20186,6.535018907989939
chr1,32426834,32426890,0.00013723,0.233977,4,5.9644e-08,5.6712e-06,0.37844,0.14446,3.8625509366596646
chr1,32464323,32464498,1.7984e-10,0.254043,6,4.13e-14,3.827e-12,0.33221,0.078163,9.745113706111033
chr1,32926229,32926263,0.00041366,0.222929,4,1.7564e-07,1.8443e-05,0.59677,0.37385,3.3833564723826006
chr1,33081972,33082136,5.9065e-10,0.223412,10,4.6962e-14,1.3206e-11,0.38553,0.16211,9.228669791700494
chr1,32361447,32361498,3.4548e-09,0.255442,6,4.2411e-14,8.3176e-11,0.79094,0.5355,8.461577089074293
chr1,32361630,32361734,4.3800000000000004e-29,0.29883,14,4.6074e-14,2.4331e-31,0.37181,0.072976,28.3585258894959
chr1,33180744,33180771,1.4423e-14,0.212353,4,4.4964e-14,2.123e-16,0.23651,0.02416,13.840944396486513
chr1,34176796,34177084,0.0,0.376735,21,3.364e-14,2.8601000000000003e-56,0.54335,0.16662,inf
chr1,34784934,34785053,3.1478e-05,-0.274231,4,5.2175e-10,1.1848e-06,0.53872,0.81295,4.5019928689609
chr1,33306780,33306843,4.1974e-16,0.216437,11,4.4631e-14,5.4921e-18,0.27574,0.059306,15.377019641816602
chr1,33307223,33307395,0.0,0.35875,25,4.1744e-14,1.1419e-47,0.72579,0.36704,inf
chr1,34930461,34930506,6.0885e-05,0.218644,4,6.7516e-08,2.3873e-06,0.34304,0.12439,4.2154896896270335
chr1,35700038,35700092,0.00018546,0.208766,4,9.638e-07,7.8075e-06,0.52123,0.31246,3.7317497445530514
chr1,35707441,35707498,1.2049e-05,0.271754,4,1.2346e-08,4.3022e-07,0.42065,0.1489,4.919048995620517
chr1,35573307,35573615,0.0,0.456848,24,5.7288e-14,1.9115e-76,0.5121,0.055251,inf
chr1,36124853,36124942,2.5311e-13,0.257382,8,4.0856e-14,4.1479e-15,0.53145,0.27407,12.596690696173132
chr1,36322309,36322740,0.0,0.273497,40,3.4084e-14,1.8453e-47,0.54287,0.26937,inf
chr1,37735305,37735365,3.1818e-14,0.303121,6,4.2966e-14,4.8372e-16,0.56298,0.25986,13.497327122497794
chr1,37761610,37761768,4.663700000000001e-25,0.245109,17,3.8192e-14,3.2669e-27,0.66896,0.42385,24.33126939404128
chr1,37764686,37764702,6.934e-14,0.38061,4,4.4187e-14,1.083e-15,0.74213,0.36153,13.159016162679622
chr1,37795508,37795571,8.9298e-24,0.329101,11,4.1189e-14,6.7348e-26,0.48728,0.15817,23.04915826786051
chr1,37793537,37793558,2.2097e-12,0.228601,4,4.0967e-14,3.9542e-14,0.28746,0.058863,11.655666684318723
chr1,38292360,38292428,1.8898e-07,0.239302,4,3.3503e-12,5.4205e-09,0.32256,0.083255,6.723584155346551
chr1,38561790,38562035,1.9003000000000002e-19,0.336726,6,4.5297e-14,1.9255e-21,0.77603,0.4393,18.721177831647314
chr1,38817843,38818129,3.3301e-24,0.312316,19,4.2299e-14,2.4532e-26,0.56451,0.25219,23.477542724813166
chr1,38818853,38819190,8.1374e-14,0.208956,9,4.1522e-14,1.2806e-15,0.24781,0.038855,13.089514335408703
chr1,39080966,39081015,7.9466e-15,0.357811,4,4.4076e-14,1.1424e-16,0.45017,0.092363,14.09981864707683
chr1,39082114,39082169,3.6887e-12,0.33804,4,4.5408e-14,6.7214e-14,0.54451,0.20647,11.433126664275113
chr1,37033915,37034121,2.3805e-10,0.243924,6,4.1189e-14,5.1257e-12,0.30441,0.060489,9.62333181418947
chr1,39104847,39104951,2.1425e-09,0.20752,5,6.4393e-14,5.05e-11,0.77163,0.56411,8.669079169404764
chr1,39104998,39105035,4.9624e-12,0.336744,6,4.019e-14,9.1318e-14,0.52927,0.19253,11.30430823184309
chr1,39609874,39610098,1.4637e-07,0.220353,9,4.9294e-14,4.1479e-09,0.34834,0.12799,6.834547927168071
chr1,39683758,39684139,1.5348999999999999e-22,0.246622,18,4.7962e-14,1.2658e-24,0.41963,0.17301,21.81391991390855
chr1,40653767,40654379,2.1056e-09,0.326498,6,4.2633e-14,4.96e-11,0.66802,0.34153,8.67662412806614
chr1,39788177,39788464,0.0,0.328787,27,5.0737e-14,2.9201e-66,0.42087,0.092087,inf
chr1,40818020,40819065,4.632e-11,0.213349,15,4.2966e-14,9.3192e-13,0.33229,0.11895,10.33423144928062
chr1,40317406,40317459,4.4861e-21,0.364828,7,4.4409e-14,4.0472e-23,0.63614,0.27132,20.348131049753466
chr1,38047625,38047787,2.4067e-22,0.291658,10,4.0745e-14,2.0015e-24,0.38592,0.094265,21.61857804203265
chr1,40884122,40884561,0.0,0.363919,23,3.4639e-14,9.8822e-52,0.44695,0.083035,inf
chr1,41396136,41396324,1.5443e-05,0.214736,5,4.5495e-11,5.5786e-07,0.69281,0.47808,4.811268328554257
chr1,41618208,41618289,3.904e-11,-0.388095,4,1.4146e-12,7.8082e-13,0.3393,0.7274,10.408490191005345
chr1,42738747,42738827,1.3372e-05,-0.241799,4,3.1246e-08,4.7956e-07,0.63019,0.87199,4.873803632079469
chr1,43007357,43007549,0.0,0.545962,14,3.4972e-14,1.6722000000000002e-73,0.8459,0.29994,inf
chr1,43558521,43558623,2.2455999999999997e-28,0.434761,8,4.1855e-14,1.2902e-30,0.65716,0.2224,27.648667600373617
chr1,43933377,43934221,1.1676e-23,0.207149,19,3.8303e-14,8.8866e-26,0.26296,0.055809,22.932705913684025
