Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Cellular_Component_2021,secretory vesicle (GO:0099503),16/29,2.9573698326406876e-05,0.0010565875856616,0,0,4.938832252085264,51.50523029351417,SYT5;SYT4;SYT3;SYT1;IGF1;SYT9;SYTL5;SYT8;SYTL3;SYT7;NKD2;SYT6;SYTL2;SYT12;SYT10;DPYSL3
GO_Cellular_Component_2021,basolateral plasma membrane (GO:0016323),51/151,4.8118600021333694e-05,0.0015758841506986,0,0,2.0534312484173207,20.4148885383844,SPEF1;FRMPD2;AQP4;SLC4A1;PTH1R;CLDN1;SLC4A4;AQP1;VSIG1;CA4;ENPP1;CXADR;TRPC4;ANK2;ANK3;SLC51B;ANK1;ADRA2A;SLCO1C1;KCNQ1;CEACAM5;ALPK2;RHCG;EZR;CDH17;ATP6V1B1;SLC47A1;LRP1;MTTP;LIN7A;NOD2;ABCB11;EGFR;NKD2;ERBB3;ERBB4;RHBG;GPIHBP1;KCNJ4;CADM1;SLC16A12;SLC4A10;SLC16A10;ABCA8;CALHM3;MYO1D;SLC4A9;SLC26A7;RAB17;FOLR1;SLC22A9
GO_Cellular_Component_2021,basement membrane (GO:0005604),23/52,6.328855211681106e-05,0.0019132616139928,0,0,3.184977413229518,30.791744052532284,ACHE;CD151;LAMA2;LAMB2;ATRNL1;LAMA4;APLP1;LAMA3;P3H2;LAMC1;NID1;USH2A;THBS4;NTN3;TMEFF1;SMOC2;TMEFF2;FRAS1;SMOC1;COL4A3;COL8A2;VWA2;FREM3
GO_Cellular_Component_2021,anchored component of plasma membrane (GO:0046658),21/46,7.438213892538811e-05,0.0019754027484378,0,0,3.3724553908017088,32.05955485192384,NTNG1;RTBDN;PRMT8;TREH;TEX101;NOD2;THY1;RGMB;RTN4RL1;CA4;GAS1;CD14;FOLR3;ULBP2;CD24;PRND;RHBG;ULBP1;FOLR1;CD177;GPIHBP1
GO_Cellular_Component_2021,sodium channel complex (GO:0034706),14/25,7.539705146709264e-05,0.0019754027484378,0,0,5.105277562377412,48.46308472361268,GRIK3;GRIK4;GRIK2;CACNA1H;CACNA1G;CACNA1I;SCNN1G;SCN9A;SCN7A;SCN2A;SCN3A;SCN4B;TRPM4;SCN2B
GO_Cellular_Component_2021,voltage-gated potassium channel complex (GO:0008076),29/73,8.36614455375685e-05,0.0020091457630861,0,0,2.6483139122272843,24.86431040370542,DPP10;KCNE1;LRRC38;KCNC3;KCNA1;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNV1;KCNMB2;KCNMB4;KCNJ2;KCNH2;KCNJ4;LRRC26;KCNJ5;KCNJ6;KCNJ8;KCNIP1;KCNIP4;KCNJ16;KCNQ1;KCNS3;KCNQ2;KCNMA1;KCNQ3;KCNK1
GO_Cellular_Component_2021,intercalated disc (GO:0014704),16/31,8.690961316148735e-05,0.0020091457630861,0,0,4.279785809906292,40.01874455372312,DSP;KCNA5;AKAP6;ANK2;ANK3;GJA1;DES;CDH2;GJA5;FXYD1;CTNNA3;PGM5;DSG2;FGF13;SCN4B;DSC2
GO_Cellular_Component_2021,clathrin-coated endocytic vesicle (GO:0045334),32/85,0.0001244677957928743,0.002717546874811,0,0,2.4265063907486306,21.817843751335992,CHRM2;SFTPA2;TYRP1;CD3G;AREG;CD3D;EGFR;CTLA4;APOE;APOB;HLA-DQA2;SH3GL2;SFTPB;FZD2;SYT1;FZD4;SFTPC;WNT5A;SFTPD;SYT9;IGF2R;EREG;BTC;TF;EPGN;CD207;ROR2;AVP;SFTPA1;IL7R;CFTR;HLA-DQB1
GO_Cellular_Component_2021,cortical cytoskeleton (GO:0030863),24/58,0.00015906480864246163,0.0032901299892888,0,0,2.83453663155403,24.79142099108592,PLEKHH2;GSN;TRPC4;SHROOM2;SHROOM3;DCDC2;SLC4A1;SELE;GYS2;RIMS2;RIMS1;CLDN5;PCLO;MLPH;CDH2;CTTN;MOBP;CDH1;DCDC2C;TRPV4;MYZAP;ERC2;EZR;MISP
GO_Cellular_Component_2021,endoplasmic reticulum lumen (GO:0005788),82/285,0.00022716605685876252,0.0044638130172746,0,0,1.62865089004393,13.664102924037,APP;CALR3;SPON1;SERPINA1;CSF1;FKBP14;SERPINA10;PCSK9;DMP1;IL27;LAMC1;MSLN;CHRDL1;ADAMTS5;SHH;CDH2;IL12B;WNT5B;AHSG;COL25A1;IGFBP3;WNT5A;FGG;P3H2;GPX8;APOA5;F5;TRDN;ACE2;F7;VCAN;COL2A1;ENAM;COL4A3;COL6A1;COL8A2;COL8A1;FAM20C;COL21A1;CES1;COL17A1;COL13A1;SDC2;COL11A1;MTTP;EBI3;PDGFA;CFP;LTBP1;COL19A1;WNT6;BGLAP;ARSJ;STC2;PENK;SPP1;ARSI;SPP2;APOE;APOB;FGF23;WNT3;COL26A1;F10;WFS1;WNT3A;LAMB2;TMEM132A;FMO1;WNT7A;COL1A1;BMP4;TF;COL3A1;CYP2W1;IL6;COL5A1;COL5A3;COL7A1;HRC;COL20A1;NOTUM
GO_Cellular_Component_2021,caveola (GO:0005901),24/60,0.0002946809936481877,0.0054876397763825,0,0,2.676727028839705,21.760765997529827,BMPR2;PTGIS;ASAH2;CAVIN1;IRS1;CAVIN2;CAV2;NOS3;CAVIN3;CAV1;PTCH1;AKAP6;KCNA5;SELE;SLC6A3;LRP6;CDH1;NOS1AP;KCNMA1;FXYD1;ADTRP;BVES;PLPP2;BMPR1A
GO_Cellular_Component_2021,GABA-A receptor complex (GO:1902711),11/19,0.00030719611979749574,0.0054876397763825,0,0,5.512409125094009,44.58449833591706,GABRA2;GABRQ;GABRR3;GABRB2;GABRP;GABRB1;GABRR1;GABRA4;GABRE;GABRD;GABRG1
GO_Cellular_Component_2021,endocytic vesicle membrane (GO:0030666),50/158,0.0003456751136881112,0.0059065356382359,0,0,1.86263478668542,14.845220114749551,CHRM2;CD3G;AREG;CD3D;DMBT1;SH3GL2;WLS;WNT5B;ANXA3;SLC11A1;WNT5A;HLA-G;EREG;BTC;ACE2;ROR2;AVP;CLEC4E;ATP6V0D2;CFTR;HLA-DQB1;CAMK2D;LRP1;TYRP1;EGFR;WNT6;CACNG8;ATP6V0A4;APOE;APOB;HLA-DQA2;GRIA3;WNT3;CACNG4;CD163;FZD2;SYT1;FZD4;WNT3A;NOS3;CAV1;PTCH1;WNT7A;SYT9;IGF2R;MARCO;TF;EPGN;CD207;IL7R
GO_Cellular_Component_2021,axon (GO:0030424),61/204,0.0004624460833457675,0.0075725546147869,0,0,1.7172314864622558,13.186587243390276,APP;PTPRS;KCNC3;CPNE6;GRIK3;ELAVL4;SLC6A1;SLC6A3;MYPN;SLC8A2;IGF1R;GRM3;PCLO;ATCAY;SCN9A;TMEM108;NEFL;NEFM;KIF1A;NEFH;MME;PLEKHG5;INSRR;COBL;CPT1C;PRSS12;CLDN11;OLFM1;OMP;DSCAML1;HEPACAM;SEMA3A;SLC1A1;KCNA3;KCNA4;MAP6;SCN7A;CTNNA2;DRD2;SCN3A;MAP9;SYT5;NTRK1;SYT4;NTRK2;SYT1;BDNF;NTRK3;MX1;DAB2IP;ATP2B3;L1CAM;SYT8;SLC8A3;MYO1D;NFIB;CNTN2;CNTN4;SCN2A;FGF13;ADGRL3
GO_Cellular_Component_2021,clathrin-coated endocytic vesicle membrane (GO:0030669),26/69,0.0005096286267961324,0.0080113620132352,0,0,2.4278859095750285,18.40781405044233,CHRM2;TYRP1;CD3G;AREG;CD3D;EGFR;APOE;APOB;HLA-DQA2;SH3GL2;FZD2;SYT1;FZD4;WNT5A;SYT9;IGF2R;EREG;BTC;TF;EPGN;CD207;ROR2;AVP;IL7R;CFTR;HLA-DQB1
GO_Cellular_Component_2021,clathrin-coated vesicle membrane (GO:0030665),31/90,0.0009408756713530792,0.01422169764776,0,0,2.1102997382254847,14.706044838392184,CHRM2;TYRP1;CD3G;AREG;CD3D;EGFR;APOE;APOB;HLA-DQA2;SH3GL2;FZD2;SLC32A1;SYT1;FZD4;GAD1;WNT5A;RASSF9;SYT9;IGF2R;EREG;EPN3;BTC;TF;EPGN;CD207;ENTHD1;ROR2;AVP;IL7R;CFTR;HLA-DQB1
GO_Cellular_Component_2021,brush border membrane (GO:0031526),16/37,0.0010946513600109,0.0159332586846033,0,0,3.0558424172882006,20.83265366972398,SLC34A2;SLC6A19;SLC34A1;ITLN1;SLC5A1;AQP1;SLC22A12;ACE2;CA4;ATP6V0A4;SLC28A2;SLC28A1;SLC17A3;SHANK2;SLC28A3;ABCG2
GO_Cellular_Component_2021,spectrin-associated cytoskeleton (GO:0014731),6/8,0.0012282367298474,0.0172391798153585,0,0,12.01652478718077,80.53686031999355,SPTA1;DMTN;ANK3;RHBG;ANK1;SPTB
GO_Cellular_Component_2021,cation channel complex (GO:0034703),26/73,0.0013528459702471,0.0183333953899015,0,0,2.2207005107667928,14.668936665512213,RYR1;RYR2;PKD1L1;PKD2L1;AKAP6;KCNA5;KCNA6;PKD1L3;CACNG8;VWC2L;GRIA3;CACNG4;TRPM4;CACNG5;TRPC6;TRPC3;TRPC4;HTR3A;HTR3B;SHISA8;GRIN1;SCNN1G;VWC2;KCNK1;SCN2A;KCNK4
GO_Cellular_Component_2021,dense core granule (GO:0031045),9/16,0.0014690021112569,0.0192439276574661,0,0,5.152199591939006,33.6086838310363,SYT5;CHGA;SYT4;SYT1;NPY;ADAM8;KIF1A;SYT9;SYT8
GO_Cellular_Component_2021,supramolecular fiber (GO:0099512),10/19,0.0015705252578126,0.0199102073006566,0,0,4.453077137287663,28.7506030066612,FBN2;MFAP5;MFAP4;ADAMTSL5;ELN;MYH8;FBLN1;LTBP1;ACTG2;ADAMTS10
GO_Cellular_Component_2021,cortical actin cytoskeleton (GO:0030864),17/42,0.0018695842552292,0.0229608316345341,0,0,2.727341200100427,17.13326432055106,PLEKHH2;GSN;SHROOM2;SHROOM3;COBL;DCDC2;GYS2;CLDN5;MLPH;MOBP;CDH2;CTTN;CDH1;DCDC2C;TRPV4;MYZAP;MISP
GO_Cellular_Component_2021,voltage-gated sodium channel complex (GO:0001518),9/17,0.0025701451332854,0.0306080920418536,0,0,4.507892758707091,26.884138871497345,CACNA1I;SCN9A;SCN7A;SCN2A;SCN3A;SCN4B;CACNA1H;CACNA1G;SCN2B
GO_Cellular_Component_2021,late endosome lumen (GO:0031906),6/9,0.0030592966578662,0.0353618701923953,0,0,8.01051577366049,46.37744372869728,SFTPB;SFTPC;IL12B;PGA3;PGA5;PGA4
GO_Cellular_Component_2021,tight junction (GO:0070160),28/85,0.0034020631564178,0.0382003091563494,0,0,1.9717142806664196,11.205988141579844,PATJ;FRMPD2;CLDN1;CLDN22;CDH5;GJA1;POF1B;CLDN24;CLDN23;BVES;CXADR;SHROOM2;ANK3;CGN;CLDN11;CLDN6;CLDN5;CLDN4;CLDN3;JAML;CLDN14;CLDN9;PARD3;WNK3;CLDN18;CLDN16;TJP3;EPHA2
GO_Cellular_Component_2021,intrinsic component of external side of plasma membrane (GO:0031233),11/24,0.0037674641437199,0.0411281502356096,0,0,3.3911911603062266,18.927435447090375,RTBDN;F10;CEACAM5;CA4;THY1;CD14;FOLR3;CD24;PRND;FOLR1;GPIHBP1
GO_Cellular_Component_2021,bicellular tight junction (GO:0005923),26/78,0.0038966549054703,0.0413887939959421,0,0,2.0065425264217414,11.13156918129434,PATJ;FRMPD2;CLDN1;CLDN22;CDH5;POF1B;CLDN24;CLDN23;BVES;CXADR;SHROOM2;ANK3;CGN;CLDN11;CLDN6;CLDN5;CLDN4;CLDN3;JAML;CLDN14;CLDN9;PARD3;WNK3;CLDN18;CLDN16;TJP3
GO_Cellular_Component_2021,dendrite (GO:0030425),72/270,0.0046409758489394,0.0447100134492769,0,0,1.462877244954638,7.859791658775138,CHRM2;CHRM3;TENM2;OR10J5;KCNC3;CPNE6;GRIK3;ELAVL4;KNDC1;HTR2A;HTR4;CYP46A1;PPP1R9A;ELFN1;SLC8A2;LAMP5;CALB2;TRIM9;SCGN;ATCAY;DNER;KIF1A;MME;SLC32A1;ARHGEF15;COBL;ANK3;CPT1C;PRSS12;GABRG1;ADGRB1;HAP1;SHANK1;OR10H1;NLGN1;OR10H2;CHRNA4;OR10H5;KCNA1;SLC1A1;THY1;BRINP2;HRH1;RELN;MAP2;PENK;MAP6;APOD;APOE;GABRE;DRD2;MARK1;GABRA2;MPP2;NTRK2;HOMER1;MAGEE1;FZD4;WFS1;BDNF;GABRA4;HTR1D;SLC4A10;HTR1B;GRIN1;SLC8A3;MYO1D;MLPH;NSG2;PNOC;RAB17;FGF13
